"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"48935",11855,2003-03-05,"MAZIWA",7.3,"(6,9]",29,"REST",5,0,0
"48942",11856,2003-03-06,"MAZIWA",8.5,"(6,9]",40,"FORAGE",5,0,1
"48947",11857,2003-03-06,"MAZIWA",9.6,"(9,12]",18,"REST",8,0,1
"48962",11858,2003-03-06,"MAZIWA",9.5,"(9,12]",11,"REST",6,0,0
"48974",11859,2003-03-06,"MAZIWA",NA,NA,5,"UNKNOWN",4,0,0
"48978",11860,2003-03-06,"MAZIWA",7.6,"(6,9]",7,"TRAVEL",1,0,0
"48983",11863,2003-03-07,"MAZIWA",4.6,"(3,6]",12,"FORAGE",2,0,0
"49004",11871,2003-03-07,"MAZIWA",6.7,"(6,9]",11,"REST",2,0,0
"49006",11872,2003-03-07,"MAZIWA",7,"(6,9]",17,"REST",2,0,0
"49008",11873,2003-03-07,"MAZIWA",4.6,"(3,6]",29,"TRAVEL",4,0,0
"49012",11874,2003-03-07,"MAZIWA",10.7,"(9,12]",5,"FORAGE",1,0,0
"49021",11876,2003-03-07,"MAZIWA",6.7,"(6,9]",13,"FORAGE",1,0,0
"49041",11878,2003-03-07,"MAZIWA",7.3,"(6,9]",14,"SOCIAL",15,0,1
"49056",11879,2003-03-08,"MAZIWA",4.9,"(3,6]",6,"REST",2,0,0
"49058",11880,2003-03-08,"MAZIWA",5.5,"(3,6]",16,"REST",3,0,0
"49061",11881,2003-03-08,"MAZIWA",5.8,"(3,6]",5,"FORAGE",1,0,0
"49062",11882,2003-03-08,"MAZIWA",2,"(0,3]",13,"REST",6,0,0
"49072",11884,2003-03-08,"MAZIWA",6,"(3,6]",18,"FORAGE",1,0,0
"49074",11886,2003-03-08,"MAZIWA",9.1,"(9,12]",34,"FORAGE",1,0,0
"49092",11889,2003-03-08,"MAZIWA",7.9,"(6,9]",6,"FORAGE",1,0,0
"49093",11890,2003-03-08,"MAZIWA",7,"(6,9]",10,"TRAVEL",1,0,0
"49095",11892,2003-03-08,"MAZIWA",6,"(3,6]",19,"REST",10,0,0
"49105",11893,2003-03-08,"MAZIWA",9.6,"(9,12]",21,"REST",7,0,1
"49132",11897,2003-03-08,"MAZIWA",9.5,"(9,12]",32,"TRAVEL",1,0,1
"49136",11899,2003-03-08,"MAZIWA",9.1,"(9,12]",9,"REST",5,0,0
"49145",11902,2003-03-08,"MAZIWA",9.6,"(9,12]",15,"FORAGE",2,0,0
"49251",11932,2003-03-14,"MAZIWA",6.7,"(6,9]",7,"REST",2,0,0
"49255",11934,2003-03-14,"MAZIWA",5.5,"(3,6]",9,"FORAGE",4,0,1
"49261",11936,2003-03-14,"MAZIWA",10.1,"(9,12]",30,"FORAGE",2,0,0
"49273",11941,2003-03-14,"MAZIWA",7.6,"(6,9]",29,"FORAGE",1,0,0
"49349",11956,2003-03-20,"MAZIWA",6,"(3,6]",12,"FORAGE",1,0,0
"49351",11957,2003-03-20,"MAZIWA",3.4,"(3,6]",16,"FORAGE",1,0,0
"49361",11961,2003-03-20,"MAZIWA",3.7,"(3,6]",21,"FORAGE",1,0,0
"49364",11963,2003-03-20,"MAZIWA",7,"(6,9]",32,"UNKNOWN",2,0,0
"49372",11966,2003-03-20,"MAZIWA",7.3,"(6,9]",11,"REST",3,0,0
"49388",11976,2003-03-21,"MAZIWA",2.7,"(0,3]",9,"REST",6,0,0
"49407",11983,2003-03-22,"MAZIWA",6.4,"(6,9]",15,"FORAGE",1,0,1
"49422",11986,2003-03-22,"MAZIWA",5.2,"(3,6]",36,"OTHER",9,0,1
"49433",11988,2003-03-22,"MAZIWA",7.6,"(6,9]",22,"TRAVEL",1,0,1
"49437",11990,2003-03-22,"MAZIWA",7,"(6,9]",12,"REST",2,0,1
"49445",11992,2003-03-22,"MAZIWA",4.9,"(3,6]",9,"FORAGE",4,0,0
"49450",11993,2003-03-22,"MAZIWA",4.3,"(3,6]",9,"TRAVEL",4,0,0
"49457",11995,2003-03-22,"MAZIWA",7.3,"(6,9]",18,"REST",6,0,0
"49472",11998,2003-03-27,"MAZIWA",5.2,"(3,6]",35,"REST",7,0,0
"49483",12001,2003-03-28,"MAZIWA",4.6,"(3,6]",21,"REST",8,0,0
"49491",12002,2003-03-28,"MAZIWA",2.9,"(0,3]",5,"FORAGE",2,0,0
"49493",12003,2003-03-28,"MAZIWA",7.9,"(6,9]",11,"TRAVEL",1,0,0
"49504",12005,2003-03-28,"MAZIWA",7.9,"(6,9]",5,"FORAGE",2,0,0
"49510",12008,2003-03-28,"MAZIWA",6.7,"(6,9]",17,"REST",3,0,0
"49523",12012,2003-03-29,"MAZIWA",4,"(3,6]",7,"REST",2,0,1
"49583",12028,2003-03-31,"MAZIWA",1.8,"(0,3]",14,"SOCIAL",5,0,1
"49588",12029,2003-04-02,"MAZIWA",7.3,"(6,9]",21,"TRAVEL",6,0,1
"49596",12030,2003-04-02,"MAZIWA",6.7,"(6,9]",12,"FORAGE",1,0,0
"49599",12032,2003-04-04,"MAZIWA",7.9,"(6,9]",23,"TRAVEL",1,0,0
"49600",12033,2003-04-04,"MAZIWA",7.9,"(6,9]",5,"FORAGE",1,0,0
"49601",12034,2003-04-04,"MAZIWA",7.6,"(6,9]",17,"UNKNOWN",2,0,0
"49627",12043,2003-04-04,"MAZIWA",9.1,"(9,12]",29,"UNKNOWN",14,0,1
"49643",12045,2003-04-04,"MAZIWA",4.9,"(3,6]",11,"REST",4,0,0
"49647",12046,2003-04-05,"MAZIWA",6.7,"(6,9]",9,"REST",2,0,0
"49649",12047,2003-04-05,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,0
"49653",12049,2003-04-05,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,1
"49668",12057,2003-04-05,"MAZIWA",6.4,"(6,9]",13,"TRAVEL",1,0,0
"49670",12058,2003-04-05,"MAZIWA",7.3,"(6,9]",5,"TRAVEL",2,0,0
"49674",12060,2003-04-08,"MAZIWA",4,"(3,6]",6,"FORAGE",1,0,0
"49675",12061,2003-04-08,"MAZIWA",4.6,"(3,6]",11,"TRAVEL",3,0,0
"49680",12063,2003-04-08,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,0
"49681",12064,2003-04-08,"MAZIWA",7,"(6,9]",7,"FORAGE",1,0,1
"49682",12065,2003-04-08,"MAZIWA",9.6,"(9,12]",25,"FORAGE",4,0,0
"49690",12068,2003-04-08,"MAZIWA",8.5,"(6,9]",6,"REST",2,0,0
"49700",12070,2003-04-08,"MAZIWA",7.9,"(6,9]",15,"FORAGE",3,0,0
"49703",12071,2003-04-08,"MAZIWA",10.1,"(9,12]",7,"FORAGE",2,0,0
"49708",12074,2003-04-13,"MAZIWA",6.7,"(6,9]",6,"FORAGE",1,0,1
"49709",12075,2003-04-13,"MAZIWA",6.7,"(6,9]",5,"FORAGE",1,0,0
"49711",12077,2003-04-13,"MAZIWA",4.9,"(3,6]",7,"FORAGE",2,0,1
"49735",12088,2003-04-13,"MAZIWA",7.6,"(6,9]",5,"REST",1,0,0
"49736",12089,2003-04-13,"MAZIWA",7.3,"(6,9]",5,"REST",1,0,0
"49740",12092,2003-04-15,"MAZIWA",8.2,"(6,9]",5,"TRAVEL",1,0,1
"49741",12093,2003-04-15,"MAZIWA",8.2,"(6,9]",15,"FORAGE",1,0,0
"49745",12095,2003-04-15,"MAZIWA",8.8,"(6,9]",16,"TRAVEL",2,0,1
"49752",12097,2003-04-15,"MAZIWA",4.3,"(3,6]",35,"FORAGE",2,0,0
"49755",12099,2003-04-15,"MAZIWA",9.1,"(9,12]",33,"TRAVEL",3,0,0
"49764",12102,2003-04-15,"MAZIWA",9.6,"(9,12]",47,"REST",4,0,1
"49782",12107,2003-04-15,"MAZIWA",9.5,"(9,12]",26,"TRAVEL",NA,0,1
"49787",12108,2003-04-15,"MAZIWA",6.4,"(6,9]",15,"OTHER",4,0,1
"49799",12110,2003-04-16,"MAZIWA",6.4,"(6,9]",13,"FORAGE",1,0,0
"49802",12112,2003-04-16,"MAZIWA",7.3,"(6,9]",6,"FORAGE",1,0,1
"49805",12114,2003-04-16,"MAZIWA",7.3,"(6,9]",28,"REST",3,0,0
"49835",12124,2003-04-16,"MAZIWA",2.7,"(0,3]",9,"OTHER",2,0,1
"49837",12125,2003-04-16,"MAZIWA",9.5,"(9,12]",5,"UNKNOWN",4,0,0
"49857",12130,2003-04-16,"MAZIWA",7.9,"(6,9]",13,"FORAGE",1,0,0
"49862",12132,2003-04-16,"MAZIWA",4.3,"(3,6]",18,"FORAGE",3,0,1
"49872",12136,2003-04-16,"MAZIWA",5.5,"(3,6]",8,"FORAGE",1,0,1
"49878",12138,2003-04-16,"MAZIWA",5.8,"(3,6]",16,"TRAVEL",4,0,1
"49893",12141,2003-04-16,"MAZIWA",9.5,"(9,12]",12,"FORAGE",4,0,1
"49910",12145,2003-04-19,"MAZIWA",1.2,"(0,3]",9,"TRAVEL",3,0,1
"49916",12147,2003-04-19,"MAZIWA",7.3,"(6,9]",7,"FORAGE",1,0,1
"49917",12148,2003-04-19,"MAZIWA",10.1,"(9,12]",15,"FORAGE",1,0,0
"49918",12149,2003-04-19,"MAZIWA",10.7,"(9,12]",19,"TRAVEL",3,0,1
"49927",12152,2003-04-20,"MAZIWA",6.7,"(6,9]",19,"FORAGE",1,0,0
"49928",12154,2003-04-20,"MAZIWA",6.7,"(6,9]",7,"FORAGE",1,0,1
"49939",12158,2003-04-20,"MAZIWA",7,"(6,9]",18,"FORAGE",2,0,1
"49956",12162,2003-04-20,"MAZIWA",8.2,"(6,9]",6,"UNKNOWN",1,0,0
"49959",12164,2003-04-20,"MAZIWA",8.2,"(6,9]",36,"REST",2,0,1
"49967",12166,2003-04-20,"MAZIWA",10.7,"(9,12]",10,"FORAGE",1,0,0
"49968",12167,2003-04-20,"MAZIWA",9.1,"(9,12]",30,"REST",2,0,0
"49989",12171,2003-04-21,"MAZIWA",1.5,"(0,3]",12,"TRAVEL",2,0,1
"50014",12177,2003-04-22,"MAZIWA",7,"(6,9]",5,"REST",1,0,0
"50021",12179,2003-04-22,"MAZIWA",4.3,"(3,6]",21,"SOCIAL",9,0,1
"50034",12181,2003-04-22,"MAZIWA",7.9,"(6,9]",19,"TRAVEL",9,0,0
"50091",12191,2003-04-22,"MAZIWA",6.4,"(6,9]",13,"REST",10,0,1
"50101",12192,2003-04-22,"MAZIWA",8.2,"(6,9]",30,"TRAVEL",14,0,1
"50116",12193,2003-04-23,"MAZIWA",2.7,"(0,3]",6,"FORAGE",2,0,0
"50123",12195,2003-04-23,"MAZIWA",3,"(0,3]",11,"REST",1,0,1
"50127",12198,2003-04-23,"MAZIWA",9.1,"(9,12]",18,"REST",3,0,0
"50131",12199,2003-04-23,"MAZIWA",8.5,"(6,9]",19,"REST",NA,0,0
"50149",12203,2003-04-23,"MAZIWA",6.7,"(6,9]",18,"REST",2,0,0
"50153",12205,2003-04-23,"MAZIWA",1.2,"(0,3]",12,"TRAVEL",2,0,0
"50159",12207,2003-04-23,"MAZIWA",9.5,"(9,12]",14,"REST",2,0,1
"50164",12209,2003-04-23,"MAZIWA",6.4,"(6,9]",5,"FORAGE",NA,0,0
"50172",12211,2003-04-23,"MAZIWA",NA,NA,5,"UNKNOWN",2,0,0
"50176",12214,2003-04-23,"MAZIWA",7.9,"(6,9]",21,"REST",14,0,1
"50214",12219,2003-04-24,"MAZIWA",3.4,"(3,6]",5,"FORAGE",1,0,0
"50220",12222,2003-04-24,"MAZIWA",10.4,"(9,12]",35,"REST",14,0,0
"50238",12224,2003-04-24,"MAZIWA",7.9,"(6,9]",7,"FORAGE",2,0,1
"50242",12226,2003-04-24,"MAZIWA",9.6,"(9,12]",38,"SOCIAL",30,0,0
"50276",12229,2003-04-24,"MAZIWA",7.3,"(6,9]",5,"OTHER",1,0,1
"50277",12230,2003-04-24,"MAZIWA",7.9,"(6,9]",11,"OTHER",1,0,1
"50278",12231,2003-04-24,"MAZIWA",3.7,"(3,6]",16,"REST",9,0,1
"50297",12234,2003-05-01,"MAZIWA",7,"(6,9]",11,"OTHER",2,0,1
"50307",12238,2003-05-01,"MAZIWA",1.5,"(0,3]",4,"TRAVEL",4,0,1
"50311",12239,2003-05-01,"MAZIWA",7.6,"(6,9]",19,"FORAGE",2,0,0
"50327",12243,2003-05-02,"MAZIWA",1.9,"(0,3]",5,"FORAGE",2,0,0
"50329",12244,2003-05-02,"MAZIWA",9.1,"(9,12]",15,"UNKNOWN",3,0,0
"50333",12246,2003-05-02,"MAZIWA",10.4,"(9,12]",11,"SOCIAL",3,0,0
"50336",12247,2003-05-02,"MAZIWA",9.1,"(9,12]",18,"REST",18,0,1
"50372",12251,2003-05-02,"MAZIWA",9.1,"(9,12]",20,"REST",6,0,0
"50378",12252,2003-05-02,"MAZIWA",7.3,"(6,9]",7,"TRAVEL",1,0,0
"50383",12255,2003-05-02,"MAZIWA",6.7,"(6,9]",17,"TRAVEL",4,0,1
"50400",12258,2003-05-02,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,0
"50401",12259,2003-05-02,"MAZIWA",4.6,"(3,6]",14,"FORAGE",1,0,1
"50403",12260,2003-05-02,"MAZIWA",4,"(3,6]",7,"REST",4,0,0
"50441",12272,2003-05-04,"MAZIWA",5.2,"(3,6]",5,"FORAGE",2,0,0
"50443",12273,2003-05-04,"MAZIWA",8.2,"(6,9]",7,"FORAGE",1,0,0
"50444",12274,2003-05-04,"MAZIWA",8.2,"(6,9]",5,"FORAGE",1,0,1
"50445",12275,2003-05-04,"MAZIWA",8.5,"(6,9]",5,"TRAVEL",1,0,0
"50446",12276,2003-05-04,"MAZIWA",8.5,"(6,9]",15,"REST",7,0,0
"50462",12278,2003-05-04,"MAZIWA",10.7,"(9,12]",7,"REST",6,0,0
"50468",12279,2003-05-04,"MAZIWA",9.1,"(9,12]",20,"REST",7,0,0
"50475",12280,2003-05-04,"MAZIWA",9.6,"(9,12]",16,"FORAGE",2,0,0
"50477",12281,2003-05-04,"MAZIWA",7.9,"(6,9]",5,"FORAGE",1,0,0
"50478",12282,2003-05-04,"MAZIWA",10.1,"(9,12]",6,"FORAGE",1,0,0
"50479",12283,2003-05-05,"MAZIWA",7.6,"(6,9]",7,"OTHER",1,0,1
"50484",12285,2003-05-05,"MAZIWA",4.9,"(3,6]",15,"REST",6,0,0
"50495",12286,2003-05-05,"MAZIWA",6.7,"(6,9]",17,"UNKNOWN",10,0,1
"50505",12287,2003-05-07,"MAZIWA",1.2,"(0,3]",5,"FORAGE",5,0,0
"50510",12288,2003-05-07,"MAZIWA",7.6,"(6,9]",10,"REST",5,0,0
"50515",12289,2003-05-07,"MAZIWA",7.6,"(6,9]",6,"FORAGE",1,0,0
"50519",12291,2003-05-07,"MAZIWA",8.8,"(6,9]",16,"TRAVEL",9,0,1
"50544",12294,2003-05-07,"MAZIWA",10.1,"(9,12]",34,"TRAVEL",13,0,1
"50557",12295,2003-05-07,"MAZIWA",7.9,"(6,9]",16,"REST",8,0,1
"50565",12296,2003-05-07,"MAZIWA",8.2,"(6,9]",5,"FORAGE",2,0,0
"50567",12297,2003-05-07,"MAZIWA",7.6,"(6,9]",14,"FORAGE",2,0,1
"50569",12298,2003-05-07,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"50570",12299,2003-05-07,"MAZIWA",7.6,"(6,9]",8,"FORAGE",1,0,1
"50571",12300,2003-05-07,"MAZIWA",7,"(6,9]",7,"TRAVEL",3,0,0
"50574",12301,2003-05-11,"MAZIWA",4.9,"(3,6]",5,"FORAGE",1,0,1
"50575",12302,2003-05-11,"MAZIWA",5.2,"(3,6]",6,"REST",2,0,0
"50577",12303,2003-05-11,"MAZIWA",4,"(3,6]",8,"TRAVEL",2,0,1
"50579",12304,2003-05-11,"MAZIWA",1.4,"(0,3]",7,"FORAGE",2,0,0
"50581",12305,2003-05-11,"MAZIWA",1.4,"(0,3]",5,"FORAGE",3,0,0
"50584",12306,2003-05-11,"MAZIWA",1.2,"(0,3]",7,"FORAGE",2,0,0
"50586",12307,2003-05-11,"MAZIWA",5.2,"(3,6]",5,"REST",4,0,0
"50590",12308,2003-05-11,"MAZIWA",7.6,"(6,9]",7,"FORAGE",1,0,1
"50591",12309,2003-05-11,"MAZIWA",5.2,"(3,6]",10,"TRAVEL",2,0,0
"50593",12310,2003-05-11,"MAZIWA",9.5,"(9,12]",36,"TRAVEL",6,0,1
"50612",12312,2003-05-11,"MAZIWA",10.1,"(9,12]",39,"FORAGE",2,0,0
"50615",12314,2003-05-14,"MAZIWA",7.3,"(6,9]",17,"REST",11,0,0
"50640",12317,2003-05-14,"MAZIWA",9.1,"(9,12]",6,"REST",4,0,1
"50644",12318,2003-05-14,"MAZIWA",8.8,"(6,9]",10,"TRAVEL",2,0,1
"50646",12319,2003-05-14,"MAZIWA",7.9,"(6,9]",9,"REST",2,0,0
"50648",12320,2003-05-14,"MAZIWA",1.5,"(0,3]",35,"TRAVEL",4,0,1
"50655",12321,2003-05-14,"MAZIWA",9.6,"(9,12]",14,"FORAGE",1,0,0
"50656",12322,2003-05-14,"MAZIWA",9.6,"(9,12]",8,"FORAGE",1,0,0
"50657",12323,2003-05-19,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,0
"50659",12324,2003-05-19,"MAZIWA",4.9,"(3,6]",13,"FORAGE",2,0,0
"50661",12325,2003-05-19,"MAZIWA",6.7,"(6,9]",32,"TRAVEL",14,0,0
"50675",12326,2003-05-23,"MAZIWA",4.9,"(3,6]",10,"TRAVEL",3,0,0
"50678",12327,2003-05-23,"MAZIWA",1,"(0,3]",6,"TRAVEL",1,0,0
"50679",12328,2003-05-23,"MAZIWA",7.3,"(6,9]",13,"REST",3,0,0
"50682",12329,2003-05-23,"MAZIWA",5.2,"(3,6]",6,"FORAGE",1,0,1
"50683",12330,2003-05-23,"MAZIWA",9.6,"(9,12]",16,"REST",8,0,0
"50691",12331,2003-05-23,"MAZIWA",8.5,"(6,9]",11,"FORAGE",2,0,0
"50693",12332,2003-05-24,"MAZIWA",7.9,"(6,9]",11,"REST",2,0,0
"50695",12333,2003-05-25,"MAZIWA",1.8,"(0,3]",6,"FORAGE",3,0,0
"50698",12334,2003-05-27,"MAZIWA",4,"(3,6]",5,"REST",3,0,0
"50701",12335,2003-05-27,"MAZIWA",5.8,"(3,6]",17,"TRAVEL",5,0,1
"50706",12336,2003-05-28,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"50707",12337,2003-05-28,"MAZIWA",8.2,"(6,9]",5,"TRAVEL",1,0,0
"50708",12338,2003-05-28,"MAZIWA",10.1,"(9,12]",6,"REST",1,0,0
"50709",12339,2003-05-28,"MAZIWA",5.2,"(3,6]",5,"TRAVEL",1,0,0
"50710",12340,2003-05-28,"MAZIWA",2.7,"(0,3]",6,"FORAGE",1,0,1
"50711",12341,2003-05-28,"MAZIWA",6.7,"(6,9]",7,"REST",3,0,0
"50715",12342,2003-05-28,"MAZIWA",5.5,"(3,6]",15,"REST",30,0,1
"50743",12343,2003-05-28,"MAZIWA",10.1,"(9,12]",9,"FORAGE",2,0,0
"50745",12344,2003-05-29,"MAZIWA",5.2,"(3,6]",15,"TRAVEL",2,0,0
"50747",12345,2003-05-31,"MAZIWA",5.2,"(3,6]",30,"REST",4,0,1
"50757",12346,2003-05-31,"MAZIWA",10.7,"(9,12]",21,"REST",9,0,1
"50766",12347,2003-05-31,"MAZIWA",9.6,"(9,12]",10,"FORAGE",4,0,0
"50770",12348,2003-06-02,"MAZIWA",8.2,"(6,9]",8,"FORAGE",2,0,0
"50772",12349,2003-06-02,"MAZIWA",1.3,"(0,3]",10,"FORAGE",2,0,0
"50774",12350,2003-06-16,"MAZIWA",2,"(0,3]",9,"FORAGE",4,0,1
"50778",12351,2003-06-16,"MAZIWA",8.5,"(6,9]",5,"TRAVEL",1,0,0
"50779",12352,2003-06-16,"MAZIWA",9.1,"(9,12]",5,"UNKNOWN",1,0,0
"50780",12353,2003-06-16,"MAZIWA",5.8,"(3,6]",33,"FORAGE",2,0,1
"50788",12354,2003-06-16,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,1
"50789",12355,2003-06-16,"MAZIWA",6.7,"(6,9]",6,"TRAVEL",1,0,1
"50790",12356,2003-06-16,"MAZIWA",7,"(6,9]",6,"FORAGE",2,0,1
"50792",12357,2003-06-16,"MAZIWA",4.6,"(3,6]",14,"FORAGE",5,0,1
"50803",12358,2003-06-28,"MAZIWA",4.3,"(3,6]",12,"FORAGE",7,0,0
"50810",12359,2003-06-28,"MAZIWA",7,"(6,9]",27,"REST",4,0,0
"50831",12361,2003-06-30,"MAZIWA",3,"(0,3]",20,"FORAGE",4,0,0
"50839",12362,2003-06-30,"MAZIWA",2.1,"(0,3]",10,"FORAGE",2,0,0
"50841",12363,2003-06-30,"MAZIWA",7.3,"(6,9]",5,"FORAGE",1,0,0
"50842",12364,2003-06-30,"MAZIWA",8.2,"(6,9]",8,"FORAGE",2,0,0
"50844",12365,2003-06-30,"MAZIWA",8.2,"(6,9]",22,"FORAGE",1,0,0
"50845",12366,2003-06-30,"MAZIWA",8.2,"(6,9]",8,"FORAGE",1,0,0
"50846",12367,2003-06-30,"MAZIWA",6,"(3,6]",6,"FORAGE",1,0,0
"50847",12368,2003-06-30,"MAZIWA",6.4,"(6,9]",19,"FORAGE",1,0,0
"50848",12369,2003-06-30,"MAZIWA",2.7,"(0,3]",22,"TRAVEL",7,0,1
"50855",12370,2003-06-30,"MAZIWA",5.2,"(3,6]",5,"TRAVEL",2,0,0
"50862",12372,2003-06-30,"MAZIWA",6.4,"(6,9]",11,"REST",2,0,0
"50868",12374,2003-07-02,"MAZIWA",3.7,"(3,6]",5,"REST",5,0,0
"50873",12375,2003-07-02,"MAZIWA",3.6,"(3,6]",5,"FORAGE",2,0,0
"50875",12376,2003-07-02,"MAZIWA",1.7,"(0,3]",12,"TRAVEL",4,0,0
"50879",12377,2003-07-02,"BONY HERRING",11.2,"(9,12]",23,"REST",11,0,0
"50890",12378,2003-07-02,"MAZIWA",2,"(0,3]",24,"REST",6,0,1
"50902",12379,2003-07-02,"MAZIWA",10.7,"(9,12]",8,"REST",3,0,0
"50905",12380,2003-07-02,"BONY HERRING",9.8,"(9,12]",5,"FORAGE",2,0,0
"50907",12381,2003-07-02,"MAZIWA",6.4,"(6,9]",9,"REST",2,0,1
"50909",12382,2003-07-02,"BONY HERRING",9.6,"(9,12]",29,"TRAVEL",7,0,0
"50916",12383,2003-07-02,"BONY HERRING",10.8,"(9,12]",6,"TRAVEL",3,0,0
"50919",12384,2003-07-02,"BONY HERRING",10,"(9,12]",5,"FORAGE",1,0,0
"50920",12385,2003-07-02,"BONY HERRING",1.1,"(0,3]",6,"UNKNOWN",NA,0,0
"50924",12386,2003-07-02,"BONY HERRING",7.5,"(6,9]",8,"FORAGE",5,0,1
"50929",12387,2003-07-02,"BONY HERRING",5.4,"(3,6]",15,"REST",9,0,0
"50938",12388,2003-07-02,"BONY HERRING",1.2,"(0,3]",5,"TRAVEL",3,0,0
"50941",12389,2003-07-02,"BONY HERRING",3.9,"(3,6]",6,"TRAVEL",7,0,0
"50948",12390,2003-07-03,"MAZIWA",2.5,"(0,3]",9,"FORAGE",5,0,0
"50953",12391,2003-07-03,"BONY HERRING",1.3,"(0,3]",18,"SOCIAL",5,0,0
"50958",12392,2003-07-03,"BONY HERRING",2.5,"(0,3]",5,"FORAGE",1,0,0
"50959",12393,2003-07-03,"BONY HERRING",5.2,"(3,6]",7,"FORAGE",2,0,0
"50961",12394,2003-07-03,"BONY HERRING",1.3,"(0,3]",5,"FORAGE",2,0,1
"50963",12395,2003-07-03,"BONY HERRING",8.4,"(6,9]",10,"FORAGE",2,0,0
"50968",12396,2003-07-03,"BONY HERRING",8,"(6,9]",5,"UNKNOWN",1,0,1
"50974",12398,2003-07-03,"BONY HERRING",7.7,"(6,9]",5,"FORAGE",1,0,0
"50975",12399,2003-07-03,"BONY HERRING",9.9,"(9,12]",28,"REST",6,0,0
"50981",12400,2003-07-03,"BONY HERRING",5.3,"(3,6]",5,"TRAVEL",5,0,0
"50988",12401,2003-07-03,"BONY HERRING",6.1,"(6,9]",5,"TRAVEL",5,0,0
"50993",12402,2003-07-04,"BONY HERRING",2.1,"(0,3]",34,"FORAGE",9,0,0
"51002",12403,2003-07-04,"MAZIWA",5.2,"(3,6]",6,"FORAGE",2,0,0
"51004",12404,2003-07-04,"BONY HERRING",2.6,"(0,3]",9,"FORAGE",1,0,0
"51005",12405,2003-07-04,"MAZIWA",6.4,"(6,9]",5,"FORAGE",1,0,0
"51006",12406,2003-07-04,"BONY HERRING",4,"(3,6]",5,"FORAGE",2,0,1
"51008",12407,2003-07-05,"BONY HERRING",2.7,"(0,3]",26,"SOCIAL",7,0,1
"51015",12408,2003-07-05,"BONY HERRING",4,"(3,6]",9,"TRAVEL",9,0,0
"51024",12409,2003-07-05,"MAZIWA",2.8,"(0,3]",7,"REST",8,0,0
"51032",12410,2003-07-05,"MAZIWA",1,"(0,3]",5,"FORAGE",3,0,1
"51035",12411,2003-07-05,"MAZIWA",2.1,"(0,3]",22,"FORAGE",4,0,0
"51039",12412,2003-07-06,"MAZIWA",1.2,"(0,3]",9,"FORAGE",2,0,0
"51041",12413,2003-07-06,"MAZIWA",3,"(0,3]",7,"TRAVEL",4,0,0
"51045",12414,2003-07-06,"BONY HERRING",3.5,"(3,6]",6,"TRAVEL",2,0,0
"51047",12415,2003-07-06,"BONY HERRING",1.6,"(0,3]",5,"TRAVEL",1,0,0
"51048",12416,2003-07-06,"BONY HERRING",7.9,"(6,9]",19,"TRAVEL",NA,0,1
"51055",12417,2003-07-06,"BONY HERRING",10.2,"(9,12]",8,"FORAGE",1,0,0
"51056",12418,2003-07-06,"BONY HERRING",10.7,"(9,12]",8,"FORAGE",5,0,0
"51061",12419,2003-07-06,"BONY HERRING",8.4,"(6,9]",5,"REST",11,0,0
"51072",12420,2003-07-06,"BONY HERRING",2.9,"(0,3]",30,"FORAGE",7,0,0
"51079",12421,2003-07-06,"BONY HERRING",9,"(6,9]",6,"FORAGE",2,0,0
"51081",12422,2003-07-06,"BONY HERRING",12.2,"(12,15]",17,"UNKNOWN",16,0,0
"51096",12423,2003-07-06,"BONY HERRING",9.8,"(9,12]",24,"TRAVEL",6,0,0
"51105",12424,2003-07-06,"BONY HERRING",9.6,"(9,12]",22,"SOCIAL",7,0,0
"51112",12425,2003-07-07,"BONY HERRING",4.4,"(3,6]",8,"FORAGE",6,0,0
"51118",12426,2003-07-07,"MAZIWA",1.2,"(0,3]",5,"FORAGE",1,0,0
"51124",12429,2003-07-07,"MAZIWA",7.3,"(6,9]",8,"FORAGE",1,0,0
"51125",12430,2003-07-07,"BONY HERRING",10.6,"(9,12]",22,"REST",6,0,0
"51131",12431,2003-07-07,"BONY HERRING",4.2,"(3,6]",5,"UNKNOWN",2,0,0
"51133",12432,2003-07-07,"BONY HERRING",6,"(3,6]",5,"REST",2,0,1
"51135",12433,2003-07-07,"BONY HERRING",6.3,"(6,9]",18,"SOCIAL",6,0,1
"51141",12434,2003-07-07,"MAZIWA",0.9,"(0,3]",5,"TRAVEL",2,0,0
"51143",12435,2003-07-07,"MAZIWA",9.1,"(9,12]",12,"FORAGE",1,0,0
"51144",12436,2003-07-08,"MAZIWA",1.5,"(0,3]",5,"FORAGE",2,0,0
"51146",12437,2003-07-08,"MAZIWA",4.3,"(3,6]",9,"FORAGE",2,0,0
"51148",12438,2003-07-08,"BONY HERRING",3.2,"(3,6]",11,"FORAGE",6,0,1
