"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"79648",19291,2013-10-19,"POMBOO",4.4,"(3,6]",5,"TRAVEL",3,1,0
"79651",19292,2013-10-19,"POMBOO",1.7,"(0,3]",17,"TRAVEL",2,1,0
"79653",19293,2013-10-19,"POMBOO",1.8,"(0,3]",33,"TRAVEL",1,1,1
"79657",19294,2013-10-19,"POMBOO",5.2,"(3,6]",8,NA,6,1,0
"79664",19295,2013-10-22,"MAZIWA",7.4,"(6,9]",17,NA,1,0,1
"79667",19296,2013-10-22,"POMBOO",1.4,"(0,3]",14,"TRAVEL",1,1,0
"79669",19297,2013-10-22,"POMBOO",8.7,"(6,9]",7,"FORAGE",1,1,0
"79670",19298,2013-10-22,"POMBOO",3.2,"(3,6]",7,NA,1,1,0
"79671",19299,2013-10-22,"POMBOO",2.2,"(0,3]",6,"FORAGE",2,1,0
"79673",19300,2013-10-22,"POMBOO",8.1,"(6,9]",6,"SOCIAL",3,1,1
"79676",19301,2013-10-22,"MAZIWA",6.2,"(6,9]",19,NA,2,0,0
"79679",19302,2013-10-22,"MAZIWA",8.2,"(6,9]",6,"FORAGE",4,0,0
"79683",19303,2013-10-22,"POMBOO",6.8,"(6,9]",6,NA,1,1,0
"79684",19304,2013-10-23,"POMBOO",3.6,"(3,6]",6,"SOCIAL",9,1,0
"79693",19305,2013-10-23,"POMBOO",5.8,"(3,6]",6,"FORAGE",1,1,0
"79694",19306,2013-10-23,"MAZIWA",4,"(3,6]",16,"TRAVEL",3,0,0
"79697",19307,2013-10-23,"POMBOO",7.9,"(6,9]",5,NA,2,1,0
"79699",19308,2013-10-23,"POMBOO",8.3,"(6,9]",5,"FORAGE",1,1,0
"79701",19309,2013-10-23,"MAZIWA",6.1,"(6,9]",6,"REST",8,0,0
"79709",19310,2013-10-23,"POMBOO",3.1,"(3,6]",7,"TRAVEL",1,1,0
"79710",19311,2013-10-23,"POMBOO",4.3,"(3,6]",5,NA,2,1,0
"79712",19312,2013-10-23,"POMBOO",4.8,"(3,6]",11,"SOCIAL",7,1,0
"79721",19313,2013-10-23,"POMBOO",4.5,"(3,6]",7,"REST",8,1,0
"79729",19314,2013-10-23,"MAZIWA",3.4,"(3,6]",5,"REST",2,0,0
"79731",19315,2013-10-24,"POMBOO",5.2,"(3,6]",7,"REST",5,1,0
"79736",19316,2013-10-24,"POMBOO",8.4,"(6,9]",15,"TRAVEL",5,1,0
"79742",19317,2013-10-24,"POMBOO",4,"(3,6]",4,"FORAGE",2,1,0
"79744",19318,2013-10-25,"POMBOO",3.5,"(3,6]",9,"SOCIAL",4,1,0
"79748",19319,2013-10-25,"MAZIWA",7.6,"(6,9]",5,NA,1,0,0
"79749",19320,2013-10-25,"MAZIWA",7.9,"(6,9]",5,NA,2,0,0
"79751",19321,2013-10-25,"POMBOO",8.1,"(6,9]",7,"TRAVEL",1,1,0
"79752",19322,2013-10-25,"POMBOO",2.8,"(0,3]",9,NA,3,1,0
"79756",19323,2013-10-25,"POMBOO",3.2,"(3,6]",25,NA,2,1,0
"79758",19324,2013-10-25,"POMBOO",6.3,"(6,9]",10,"TRAVEL",6,1,0
"79764",19325,2013-10-25,"MAZIWA",11.8,"(9,12]",5,"FORAGE",1,0,0
"79765",19326,2013-10-25,"MAZIWA",11.7,"(9,12]",7,"TRAVEL",2,0,0
"79767",19327,2013-10-25,"MAZIWA",11.8,"(9,12]",5,NA,8,0,0
"79775",19328,2013-10-25,"POMBOO",9.1,"(9,12]",6,"TRAVEL",9,1,0
"79784",19329,2013-10-25,"MAZIWA",11.4,"(9,12]",1,NA,7,0,0
"79791",19330,2013-10-25,"POMBOO",1.2,"(0,3]",5,"FORAGE",2,1,0
"79793",19331,2013-10-25,"POMBOO",1.2,"(0,3]",5,"TRAVEL",5,1,0
"79798",19332,2013-10-25,"POMBOO",1.4,"(0,3]",5,"FORAGE",2,1,0
"79800",19333,2013-10-25,"POMBOO",12.3,"(12,15]",7,"FORAGE",2,1,0
"79802",19334,2013-10-26,"POMBOO",9.9,"(9,12]",13,"FORAGE",1,1,0
"79805",19335,2013-10-26,"POMBOO",8.4,"(6,9]",5,NA,2,1,0
"79807",19336,2013-10-26,"POMBOO",7,"(6,9]",5,"FORAGE",1,1,0
"79809",19337,2013-10-26,"POMBOO",9.2,"(9,12]",12,"TRAVEL",2,1,0
"79811",19338,2013-10-26,"POMBOO",8.5,"(6,9]",7,"TRAVEL",3,1,0
"79815",19339,2013-10-26,"POMBOO",9.1,"(9,12]",5,NA,4,1,0
"79819",19340,2013-10-26,"POMBOO",9.8,"(9,12]",7,"REST",8,1,0
"79827",19341,2013-10-28,"MAZIWA",4.5,"(3,6]",5,NA,11,0,0
"79838",19342,2013-10-28,"MAZIWA",6.7,"(6,9]",5,"OTHER",1,0,1
"79839",19343,2013-10-28,"MAZIWA",6.5,"(6,9]",5,"OTHER",1,0,1
"79840",19344,2013-10-28,"MAZIWA",5,"(3,6]",10,"FORAGE",1,0,0
"79842",19345,2013-10-28,"POMBOO",5.4,"(3,6]",5,"TRAVEL",2,1,0
"79844",19346,2013-10-28,"POMBOO",7.9,"(6,9]",8,"FORAGE",1,1,0
"79845",19347,2013-10-28,"MAZIWA",4.8,"(3,6]",5,NA,2,0,1
"79847",19348,2013-10-28,"MAZIWA",2.6,"(0,3]",5,NA,2,0,0
"79849",19349,2013-10-29,"MAZIWA",3.6,"(3,6]",5,"TRAVEL",10,0,0
"79859",19350,2013-10-29,"MAZIWA",7.5,"(6,9]",6,"FORAGE",2,0,0
"79861",19351,2013-10-30,"MAZIWA",2.4,"(0,3]",6,NA,2,0,0
"79863",19352,2013-10-30,"MAZIWA",6.1,"(6,9]",7,NA,5,0,1
"79868",19353,2013-10-30,"MAZIWA",3.8,"(3,6]",7,"TRAVEL",8,0,0
"79877",19355,2013-10-30,"MAZIWA",9.6,"(9,12]",5,NA,10,0,1
"79889",19357,2013-10-30,"MAZIWA",9.9,"(9,12]",13,"FORAGE",20,0,0
"79906",19359,2013-10-31,"MAZIWA",7.3,"(6,9]",5,NA,2,0,0
"79908",19360,2013-10-31,"MAZIWA",6.7,"(6,9]",5,"SOCIAL",5,0,0
"79913",19361,2013-10-31,"MAZIWA",7.7,"(6,9]",5,"TRAVEL",2,0,0
"79915",19362,2013-10-31,"MAZIWA",8.5,"(6,9]",5,NA,1,0,0
"79916",19363,2013-10-31,"MAZIWA",6.4,"(6,9]",5,"TRAVEL",2,0,0
"79918",19364,2013-11-03,"MAZIWA",3.9,"(3,6]",5,"FORAGE",1,0,0
"79919",19365,2013-11-03,"MAZIWA",4.3,"(3,6]",15,"SOCIAL",5,0,0
"79924",19366,2013-11-04,"MAZIWA",7.4,"(6,9]",3,"FORAGE",1,0,0
"79925",19367,2013-11-04,"MAZIWA",7.3,"(6,9]",16,NA,16,0,0
"79941",19368,2013-11-04,"MAZIWA",4.6,"(3,6]",12,"FORAGE",5,0,0
"79946",19369,2013-11-04,"MAZIWA",9.8,"(9,12]",5,NA,1,0,0
"79947",19370,2013-11-04,"MAZIWA",8.6,"(6,9]",5,NA,2,0,0
"79949",19371,2013-11-04,"MAZIWA",7.8,"(6,9]",3,NA,1,0,0
"79950",19372,2013-11-04,"MAZIWA",8.3,"(6,9]",3,"TRAVEL",1,0,0
"79951",19373,2013-11-04,"MAZIWA",7.8,"(6,9]",15,"REST",9,0,0
"79960",19374,2013-11-04,"MAZIWA",7.3,"(6,9]",21,"TRAVEL",NA,0,0
"79975",19375,2013-11-08,"MAZIWA",4.7,"(3,6]",5,NA,3,0,0
"79978",19376,2013-11-08,"MAZIWA",3.8,"(3,6]",5,"TRAVEL",1,0,0
"79979",19377,2013-11-08,"MAZIWA",3.7,"(3,6]",5,NA,3,0,0
"79982",19378,2013-11-08,"MAZIWA",8.1,"(6,9]",17,NA,7,0,0
"79995",19379,2013-11-08,"MAZIWA",7.7,"(6,9]",5,NA,4,0,0
"79999",19380,2013-11-08,"MAZIWA",8.1,"(6,9]",5,NA,2,0,0
"80001",19381,2013-11-08,"MAZIWA",5.7,"(3,6]",9,"TRAVEL",4,0,0
"80005",19382,2013-11-08,"MAZIWA",7.9,"(6,9]",33,"REST",NA,0,0
"80024",19383,2013-11-09,"MAZIWA",6.2,"(6,9]",7,"FORAGE",5,0,0
"80029",19384,2013-11-09,"POMBOO",5.5,"(3,6]",25,"REST",8,1,0
"80040",19385,2013-11-09,"MAZIWA",10.6,"(9,12]",6,NA,9,0,0
"80049",19386,2013-11-09,"MAZIWA",11.2,"(9,12]",6,NA,3,0,0
"80054",19387,2013-11-09,"MAZIWA",11.5,"(9,12]",6,"FORAGE",3,0,0
"80057",19388,2013-11-09,"MAZIWA",11.5,"(9,12]",6,NA,1,0,0
"80058",19389,2013-11-09,"POMBOO",7,"(6,9]",7,"TRAVEL",6,1,0
"80064",19390,2013-11-09,"MAZIWA",11.7,"(9,12]",21,NA,1,0,0
"80065",19391,2013-11-09,"POMBOO",9.7,"(9,12]",7,"FORAGE",7,1,0
"80072",19392,2013-11-09,"MAZIWA",10.3,"(9,12]",27,"REST",NA,0,0
"80083",19393,2013-11-09,"POMBOO",9.5,"(9,12]",11,NA,5,1,0
"80088",19394,2013-11-09,"MAZIWA",10.4,"(9,12]",5,"TRAVEL",1,0,0
"80089",19395,2013-11-09,"POMBOO",10.5,"(9,12]",39,"SOCIAL",13,1,0
"80108",19396,2013-11-09,"MAZIWA",10.7,"(9,12]",8,NA,7,0,0
"80115",19397,2013-11-09,"MAZIWA",9,"(6,9]",9,"SOCIAL",10,0,0
"80125",19398,2013-11-09,"POMBOO",5.6,"(3,6]",5,"REST",1,1,0
"80126",19399,2013-11-09,"POMBOO",10.2,"(9,12]",13,NA,2,1,1
"80128",19400,2013-11-09,"POMBOO",9.6,"(9,12]",60,"FORAGE",1,1,0
"80129",19401,2013-11-09,"POMBOO",9.7,"(9,12]",6,"FORAGE",1,1,1
"80130",19402,2013-11-09,"POMBOO",10.6,"(9,12]",11,"REST",7,1,0
"80137",19403,2013-11-09,"POMBOO",10.1,"(9,12]",5,NA,2,1,0
"80139",19404,2013-11-10,"MAZIWA",1.8,"(0,3]",7,NA,2,0,1
"80141",19405,2013-11-10,"POMBOO",9.3,"(9,12]",5,"REST",4,1,0
"80145",19406,2013-11-10,"POMBOO",4,"(3,6]",6,"TRAVEL",3,1,0
"80148",19407,2013-11-10,"POMBOO",3.1,"(3,6]",16,"SOCIAL",10,1,0
"80159",19408,2013-11-10,"POMBOO",3.4,"(3,6]",7,"FORAGE",3,1,0
"80162",19409,2013-11-10,"MAZIWA",2.8,"(0,3]",1,NA,2,0,0
"80164",19410,2013-11-10,"POMBOO",4.3,"(3,6]",18,"TRAVEL",12,1,1
"80176",19411,2013-11-10,"POMBOO",4.4,"(3,6]",12,"TRAVEL",4,1,0
"80180",19412,2013-11-10,"POMBOO",6.9,"(6,9]",11,"TRAVEL",7,1,0
"80187",19413,2013-11-10,"MAZIWA",8.3,"(6,9]",14,NA,12,0,0
"80199",19414,2013-11-10,"POMBOO",3.4,"(3,6]",25,"OTHER",12,1,1
"80214",19415,2013-11-10,"MAZIWA",8.1,"(6,9]",8,"FORAGE",1,0,0
"80215",19416,2013-11-10,"POMBOO",7.7,"(6,9]",30,"TRAVEL",11,1,1
"80226",19417,2013-11-10,"MAZIWA",7,"(6,9]",25,NA,10,0,0
"80236",19418,2013-11-10,"POMBOO",9.9,"(9,12]",16,"FORAGE",1,1,0
"80237",19419,2013-11-10,"POMBOO",9.9,"(9,12]",26,"TRAVEL",4,1,0
"80241",19420,2013-11-10,"POMBOO",8.2,"(6,9]",17,"FORAGE",10,1,0
"80254",19421,2013-11-10,"MAZIWA",9.4,"(9,12]",8,NA,10,0,0
"80264",19422,2013-11-10,"POMBOO",4.7,"(3,6]",5,"FORAGE",2,1,0
"80266",19423,2013-11-11,"POMBOO",4.7,"(3,6]",34,"REST",12,1,0
"80278",19424,2013-11-11,"MAZIWA",3.2,"(3,6]",8,NA,12,0,0
"80290",19425,2013-11-11,"POMBOO",8.5,"(6,9]",10,NA,4,1,0
"80294",19426,2013-11-11,"POMBOO",9.2,"(9,12]",5,"REST",4,1,0
"80298",19427,2013-11-11,"POMBOO",9.2,"(9,12]",68,"REST",27,1,0
"80325",19428,2013-11-11,"POMBOO",10.7,"(9,12]",10,"FORAGE",2,1,0
"80327",19429,2013-11-11,"POMBOO",9.9,"(9,12]",10,"FORAGE",1,1,0
"80328",19430,2013-11-12,"MAZIWA",1.9,"(0,3]",6,NA,7,0,1
"80335",19431,2013-11-12,"MAZIWA",10.6,"(9,12]",5,"FORAGE",1,0,0
"80336",19432,2013-11-12,"MAZIWA",7.6,"(6,9]",9,NA,2,0,0
"80338",19433,2013-11-12,"MAZIWA",7,"(6,9]",5,"FORAGE",1,0,0
"80339",19434,2013-11-12,"MAZIWA",8.1,"(6,9]",13,NA,NA,0,0
"80348",19435,2013-11-12,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"80349",19436,2013-11-12,"MAZIWA",11,"(9,12]",14,"REST",21,0,0
"80370",19437,2013-11-12,"POMBOO",6.6,"(6,9]",5,"REST",6,1,0
"80376",19438,2013-11-12,"POMBOO",8.3,"(6,9]",6,"FORAGE",1,1,0
"80377",19439,2013-11-12,"POMBOO",7.9,"(6,9]",6,"FORAGE",1,1,0
"80378",19440,2013-11-14,"POMBOO",4.3,"(3,6]",7,"FORAGE",2,1,0
"80380",19441,2013-11-14,"MAZIWA",1.5,"(0,3]",21,"FORAGE",1,0,0
"80382",19442,2013-11-14,"MAZIWA",1.2,"(0,3]",6,"FORAGE",1,0,1
"80384",19443,2013-11-14,"POMBOO",10,"(9,12]",23,"FORAGE",1,1,0
"80388",19444,2013-11-14,"MAZIWA",5.2,"(3,6]",7,NA,2,0,0
"80390",19445,2013-11-14,"POMBOO",9.6,"(9,12]",8,"REST",5,1,0
"80398",19446,2013-11-14,"POMBOO",8.1,"(6,9]",7,"REST",5,1,0
"80403",19447,2013-11-14,"POMBOO",6.1,"(6,9]",14,"OTHER",3,1,0
"80406",19448,2013-11-14,"POMBOO",8.1,"(6,9]",29,"FORAGE",1,1,0
"80409",19449,2013-11-14,"POMBOO",3.5,"(3,6]",5,"TRAVEL",2,1,0
"80411",19450,2013-11-14,"POMBOO",3.9,"(3,6]",26,"TRAVEL",3,1,0
"80432",19451,2013-11-14,"POMBOO",4.4,"(3,6]",11,"REST",2,1,0
"80434",19452,2013-11-15,"POMBOO",8.2,"(6,9]",8,"REST",7,1,0
"80442",19453,2013-11-15,"MAZIWA",10.3,"(9,12]",19,"SOCIAL",11,0,0
"80453",19454,2013-11-15,"POMBOO",8,"(6,9]",9,NA,3,1,0
"80461",19455,2013-11-15,"MAZIWA",10.1,"(9,12]",18,NA,10,0,0
"80471",19456,2013-11-15,"POMBOO",7.4,"(6,9]",5,NA,2,1,0
"80473",19457,2013-11-15,"POMBOO",8.3,"(6,9]",7,"TRAVEL",2,1,0
"80475",19458,2013-11-15,"MAZIWA",8.1,"(6,9]",6,NA,1,0,0
"80476",19459,2013-11-15,"POMBOO",9.4,"(9,12]",16,NA,2,1,0
"80478",19460,2013-11-15,"POMBOO",9.4,"(9,12]",5,NA,3,1,0
"80481",19461,2013-11-15,"POMBOO",4,"(3,6]",5,NA,1,1,0
"80482",19462,2013-11-15,"POMBOO",5.2,"(3,6]",4,"TRAVEL",2,1,0
"80484",19463,2013-11-15,"POMBOO",3,"(0,3]",8,"SOCIAL",13,1,0
"80497",19464,2013-11-15,"MAZIWA",9.1,"(9,12]",2,NA,3,0,0
"80499",19465,2013-11-15,"POMBOO",10.5,"(9,12]",21,"TRAVEL",9,1,0
"80508",19466,2013-11-15,"POMBOO",9.8,"(9,12]",6,NA,4,1,0
"80512",19467,2013-11-15,"MAZIWA",11.4,"(9,12]",6,"FORAGE",1,0,0
"80513",19468,2013-11-15,"MAZIWA",11.5,"(9,12]",7,"TRAVEL",3,0,0
"80517",19469,2013-11-16,"POMBOO",11.6,"(9,12]",33,"FORAGE",1,1,0
"80521",19470,2013-11-16,"POMBOO",13,"(12,15]",44,"FORAGE",3,1,0
"80528",19471,2013-11-16,"POMBOO",9.3,"(9,12]",9,NA,5,1,0
"80533",19472,2013-11-16,"POMBOO",8.5,"(6,9]",95,NA,6,1,0
"80558",19473,2013-11-16,"POMBOO",2.3,"(0,3]",8,"FORAGE",3,1,0
"80561",19474,2013-11-16,"POMBOO",2.1,"(0,3]",70,NA,1,1,0
"80566",19475,2013-11-16,"POMBOO",4.4,"(3,6]",12,"FORAGE",5,1,0
"80571",19476,2013-11-17,"MAZIWA",3.1,"(3,6]",5,NA,1,0,0
"80572",19477,2013-11-17,"MAZIWA",3.5,"(3,6]",5,"TRAVEL",4,0,0
"80576",19478,2013-11-17,"POMBOO",6.6,"(6,9]",14,"TRAVEL",4,1,0
"80581",19479,2013-11-17,"MAZIWA",11.4,"(9,12]",7,"FORAGE",1,0,0
"80582",19480,2013-11-17,"MAZIWA",11.5,"(9,12]",12,"TRAVEL",2,0,0
"80584",19481,2013-11-17,"POMBOO",4.9,"(3,6]",14,NA,1,1,0
"80585",19482,2013-11-17,"MAZIWA",7.1,"(6,9]",6,NA,6,0,0
"80591",19483,2013-11-17,"POMBOO",3,"(0,3]",7,"REST",5,1,0
"80596",19484,2013-11-18,"MAZIWA",7.7,"(6,9]",8,"SOCIAL",8,0,0
"80604",19485,2013-11-18,"POMBOO",5.6,"(3,6]",40,"FORAGE",5,1,0
"80609",19486,2013-11-18,"MAZIWA",8,"(6,9]",9,NA,2,0,0
"80611",19487,2013-11-18,"MAZIWA",8.1,"(6,9]",5,"TRAVEL",2,0,0
"80613",19488,2013-11-18,"MAZIWA",7.8,"(6,9]",4,NA,2,0,0
"80615",19489,2013-11-18,"POMBOO",7.9,"(6,9]",6,"FORAGE",2,1,0
"80617",19490,2013-11-18,"POMBOO",8.2,"(6,9]",5,"FORAGE",4,1,0
"80621",19491,2013-11-18,"POMBOO",7.4,"(6,9]",7,"TRAVEL",3,1,0
"80624",19492,2013-11-18,"POMBOO",7.4,"(6,9]",6,"FORAGE",2,1,0
"80626",19493,2013-11-18,"POMBOO",10.8,"(9,12]",9,NA,8,1,0
"80634",19494,2013-11-18,"POMBOO",11.1,"(9,12]",23,"REST",13,1,0
"80647",19495,2013-11-18,"POMBOO",13.3,"(12,15]",47,NA,6,1,0
"80659",19496,2013-11-18,"MAZIWA",6,"(3,6]",5,"FORAGE",1,0,0
"80660",19497,2013-11-18,"POMBOO",6.4,"(6,9]",19,NA,2,1,0
"80662",19498,2013-11-18,"POMBOO",3.9,"(3,6]",5,NA,2,1,0
"80664",19499,2013-11-18,"POMBOO",4.5,"(3,6]",5,"REST",3,1,0
"80667",19500,2013-11-20,"POMBOO",3.3,"(3,6]",9,"FORAGE",5,1,1
"80672",19501,2013-11-20,"MAZIWA",5.8,"(3,6]",5,"TRAVEL",1,0,0
"80673",19502,2013-11-20,"POMBOO",6.2,"(6,9]",5,"FORAGE",2,1,1
"80675",19503,2013-11-20,"POMBOO",6.5,"(6,9]",8,NA,1,1,0
"80676",19504,2013-11-20,"MAZIWA",6.2,"(6,9]",5,"TRAVEL",2,0,0
"80678",19505,2013-11-20,"POMBOO",10.2,"(9,12]",7,"TRAVEL",2,1,1
"80681",19506,2013-11-20,"POMBOO",8.1,"(6,9]",7,"FORAGE",4,1,0
"80685",19507,2013-11-20,"MAZIWA",7.9,"(6,9]",6,"FORAGE",1,0,0
"80687",19508,2013-11-20,"MAZIWA",6.9,"(6,9]",5,"REST",1,0,0
"80688",19509,2013-11-20,"MAZIWA",7.3,"(6,9]",5,"TRAVEL",2,0,1
"80690",19510,2013-11-20,"POMBOO",8.5,"(6,9]",7,"FORAGE",2,1,0
"80692",19511,2013-11-20,"MAZIWA",9.2,"(9,12]",12,"FORAGE",1,0,0
"80693",19512,2013-11-20,"POMBOO",8.3,"(6,9]",5,NA,2,1,0
"80695",19513,2013-11-20,"MAZIWA",6.1,"(6,9]",6,"FORAGE",1,0,0
"80696",19514,2013-11-20,"POMBOO",10.1,"(9,12]",9,NA,5,1,0
"80703",19515,2013-11-20,"MAZIWA",6,"(3,6]",5,"TRAVEL",2,0,0
"80705",19516,2013-11-20,"MAZIWA",6.5,"(6,9]",9,NA,3,0,0
"80708",19517,2013-11-21,"POMBOO",4.6,"(3,6]",5,"REST",2,1,0
"80710",19518,2013-11-21,"POMBOO",5.4,"(3,6]",12,"SOCIAL",6,1,0
"80717",19519,2013-11-21,"POMBOO",4.8,"(3,6]",8,"FORAGE",1,1,0
"80719",19520,2013-11-21,"POMBOO",4.2,"(3,6]",6,"FORAGE",1,1,0
"80720",19521,2013-11-21,"POMBOO",8.3,"(6,9]",5,NA,2,1,0
"80722",19522,2013-11-21,"POMBOO",8.1,"(6,9]",7,NA,1,1,0
"80723",19523,2013-11-21,"POMBOO",8,"(6,9]",21,"FORAGE",1,1,0
"80729",19524,2013-11-22,"POMBOO",5.5,"(3,6]",6,"FORAGE",4,1,0
"80733",19525,2013-11-22,"POMBOO",7.2,"(6,9]",6,"FORAGE",2,1,0
"80735",19526,2013-11-22,"MAZIWA",5.2,"(3,6]",5,"FORAGE",1,0,1
"80736",19527,2013-11-22,"MAZIWA",4.7,"(3,6]",5,"FORAGE",1,0,0
"80737",19528,2013-11-22,"MAZIWA",5.4,"(3,6]",5,"TRAVEL",1,0,0
"80738",19529,2013-11-22,"MAZIWA",6.6,"(6,9]",14,"FORAGE",2,0,0
"80740",19530,2013-11-22,"POMBOO",7,"(6,9]",5,"FORAGE",2,1,0
"80742",19531,2013-11-22,"MAZIWA",4.8,"(3,6]",8,"FORAGE",2,0,0
"80744",19532,2013-11-22,"MAZIWA",10.7,"(9,12]",31,"REST",15,0,0
"80759",19533,2013-11-22,"POMBOO",6.9,"(6,9]",5,NA,2,1,0
"80761",19534,2013-11-22,"POMBOO",6,"(3,6]",14,"OTHER",4,1,0
"80765",19535,2013-11-22,"POMBOO",5.6,"(3,6]",5,"TRAVEL",5,1,0
"80770",19536,2013-11-22,"MAZIWA",9.4,"(9,12]",10,"FORAGE",1,0,0
"80771",19537,2013-11-22,"MAZIWA",10.4,"(9,12]",6,NA,1,0,0
"80772",19538,2013-11-22,"MAZIWA",10.8,"(9,12]",10,"TRAVEL",2,0,0
"80774",19539,2013-11-22,"MAZIWA",10.7,"(9,12]",12,"TRAVEL",2,0,0
"80776",19540,2013-11-22,"MAZIWA",1.3,"(0,3]",8,"FORAGE",1,0,0
"80777",19541,2013-11-22,"MAZIWA",1.4,"(0,3]",11,"TRAVEL",1,0,0
"80779",19542,2013-11-22,"MAZIWA",1.8,"(0,3]",5,NA,4,0,0
"80783",19543,2013-11-23,"POMBOO",7.7,"(6,9]",6,"FORAGE",1,1,0
"80784",19544,2013-11-23,"POMBOO",8.1,"(6,9]",8,"TRAVEL",5,1,0
"80789",19545,2013-11-23,"POMBOO",7.8,"(6,9]",5,"FORAGE",2,1,0
"80791",19546,2013-11-23,"MAZIWA",6.8,"(6,9]",11,"REST",2,0,1
"80793",19547,2013-11-23,"MAZIWA",7,"(6,9]",10,NA,2,0,0
"80795",19548,2013-11-23,"MAZIWA",4.7,"(3,6]",5,"TRAVEL",2,0,0
"80798",19549,2013-11-23,"POMBOO",6.4,"(6,9]",5,"REST",2,1,0
"80800",19550,2013-11-23,"POMBOO",1.9,"(0,3]",6,"TRAVEL",1,1,0
"80801",19551,2013-11-23,"POMBOO",9,"(6,9]",11,NA,2,1,0
"80803",19552,2013-11-23,"POMBOO",7.2,"(6,9]",6,"TRAVEL",6,1,0
"80810",19553,2013-11-23,"POMBOO",4.2,"(3,6]",16,"SOCIAL",2,1,0
"80812",19554,2013-11-23,"MAZIWA",6.4,"(6,9]",23,NA,10,0,0
"80823",19555,2013-11-23,"POMBOO",4.1,"(3,6]",13,NA,5,1,0
"80828",19556,2013-11-23,"POMBOO",5.1,"(3,6]",6,"FORAGE",1,1,0
"80829",19557,2013-11-23,"POMBOO",4.8,"(3,6]",7,"FORAGE",1,1,0
"80830",19558,2013-11-23,"POMBOO",5,"(3,6]",7,"TRAVEL",1,1,0
"80831",19559,2013-11-23,"POMBOO",9,"(6,9]",6,"FORAGE",3,1,0
"80834",19560,2013-11-23,"POMBOO",9.6,"(9,12]",5,"FORAGE",1,1,0
"80835",19561,2013-11-23,"POMBOO",9.8,"(9,12]",35,"SOCIAL",6,1,0
"80847",19562,2013-11-23,"MAZIWA",5.6,"(3,6]",5,"FORAGE",1,0,0
"80848",19563,2013-11-23,"MAZIWA",4,"(3,6]",6,"REST",9,0,0
"80857",19564,2013-11-23,"POMBOO",10.5,"(9,12]",8,"TRAVEL",1,1,0
"80858",19565,2013-11-23,"POMBOO",8.4,"(6,9]",8,"TRAVEL",2,1,0
"80860",19566,2013-11-23,"MAZIWA",5.7,"(3,6]",6,"TRAVEL",6,0,0
"80866",19567,2013-11-23,"POMBOO",3.5,"(3,6]",7,"SOCIAL",6,1,0
"80872",19568,2013-11-23,"POMBOO",4.8,"(3,6]",7,"REST",10,1,0
"80882",19569,2013-11-24,"MAZIWA",7.6,"(6,9]",9,NA,5,0,0
"80887",19570,2013-11-24,"POMBOO",4.4,"(3,6]",7,"FORAGE",5,1,0
"80892",19571,2013-11-24,"POMBOO",7.7,"(6,9]",7,"FORAGE",1,1,0
"80893",19572,2013-11-24,"MAZIWA",1.8,"(0,3]",11,"FORAGE",2,0,0
"80895",19573,2013-11-28,"POMBOO",2.5,"(0,3]",27,"REST",7,1,0
"80902",19574,2013-11-28,"MAZIWA",7.6,"(6,9]",17,"TRAVEL",13,0,0
"80915",19575,2013-11-28,"MAZIWA",8.7,"(6,9]",2,NA,13,0,0
"80928",19576,2013-11-28,"POMBOO",3.1,"(3,6]",8,"FORAGE",3,1,0
"80931",19577,2013-11-28,"POMBOO",5.8,"(3,6]",24,NA,7,1,0
"80939",19578,2013-11-28,"MAZIWA",7.2,"(6,9]",6,NA,5,0,0
"80944",19579,2013-11-28,"MAZIWA",8.5,"(6,9]",6,"SOCIAL",13,0,0
"80957",19580,2013-11-28,"POMBOO",6.8,"(6,9]",16,NA,3,1,0
"80960",19581,2013-11-28,"POMBOO",9.7,"(9,12]",6,NA,2,1,0
"80964",19582,2013-11-28,"POMBOO",10,"(9,12]",7,"FORAGE",2,1,0
"80966",19583,2013-11-28,"MAZIWA",3.6,"(3,6]",6,"REST",2,0,1
"80968",19584,2013-11-28,"POMBOO",9.8,"(9,12]",26,"SOCIAL",9,1,0
"80977",19585,2013-11-28,"MAZIWA",8,"(6,9]",9,"TRAVEL",5,0,0
"80982",19586,2013-11-28,"POMBOO",9.6,"(9,12]",15,"FORAGE",1,1,1
"80984",19587,2013-11-28,"POMBOO",10.1,"(9,12]",5,"REST",2,1,0
"80986",19588,2013-11-28,"MAZIWA",7.4,"(6,9]",12,NA,2,0,1
"80989",19589,2013-11-28,"POMBOO",9.9,"(9,12]",9,NA,1,1,0
"80990",19590,2013-11-28,"POMBOO",10.3,"(9,12]",6,"SOCIAL",2,1,0
"80992",19591,2013-11-28,"MAZIWA",7.9,"(6,9]",11,"FORAGE",1,0,0
"80993",19592,2013-11-28,"MAZIWA",6.6,"(6,9]",11,NA,2,0,0
"80995",19593,2013-11-28,"MAZIWA",7.6,"(6,9]",15,"TRAVEL",6,0,0
"81001",19594,2013-11-28,"POMBOO",9,"(6,9]",7,"FORAGE",2,1,0
"81003",19595,2013-11-28,"POMBOO",4.3,"(3,6]",8,"REST",1,1,0
"81004",19596,2013-11-28,"POMBOO",4.2,"(3,6]",12,NA,4,1,0
