"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"92907",25545,2019-05-14,"POMBOO",7.4,"(6,9]",8,"FORAGE",1,1,0
"92908",25546,2019-05-14,"POMBOO",7.8,"(6,9]",7,NA,1,1,0
"92909",25547,2019-05-15,"POMBOO",3.8,"(3,6]",8,"REST",2,1,0
"92911",25548,2019-05-15,"POMBOO",4.5,"(3,6]",5,"TRAVEL",2,1,0
"92913",25549,2019-05-15,"POMBOO",8.3,"(6,9]",7,"TRAVEL",1,1,0
"92916",25551,2019-05-15,"POMBOO",4.5,"(3,6]",12,"REST",7,1,1
"92923",25552,2019-05-15,"POMBOO",9.7,"(9,12]",35,"REST",8,1,0
"92943",25555,2019-05-15,"POMBOO",7.9,"(6,9]",16,"TRAVEL",2,1,0
"92945",25556,2019-05-15,"POMBOO",10.3,"(9,12]",15,"FORAGE",8,1,0
"92953",25557,2019-05-19,"POMBOO",4.6,"(3,6]",6,"FORAGE",3,1,0
"92956",25558,2019-05-19,"POMBOO",4.5,"(3,6]",5,"FORAGE",2,1,0
"92958",25559,2019-05-19,"POMBOO",6.1,"(6,9]",5,"FORAGE",1,1,0
"92959",25560,2019-05-19,"POMBOO",5.8,"(3,6]",6,"FORAGE",9,1,0
"92968",25561,2019-05-19,"POMBOO",3,"(0,3]",5,"TRAVEL",1,1,0
"92969",25562,2019-05-19,"POMBOO",8.5,"(6,9]",5,"FORAGE",1,1,0
"92970",25563,2019-05-19,"POMBOO",9.3,"(9,12]",5,"FORAGE",1,1,0
"92971",25564,2019-05-19,"POMBOO",7,"(6,9]",5,"FORAGE",1,1,0
"92972",25565,2019-05-19,"POMBOO",6.8,"(6,9]",14,"FORAGE",1,1,0
"92973",25566,2019-05-19,"POMBOO",4.5,"(3,6]",5,"FORAGE",1,1,0
"92985",25570,2019-05-20,"POMBOO",9.1,"(9,12]",14,NA,2,1,0
"92987",25571,2019-05-20,"POMBOO",7.5,"(6,9]",5,NA,1,1,0
"92988",25572,2019-05-27,"POMBOO",7,"(6,9]",7,"TRAVEL",1,1,0
"92989",25573,2019-05-27,"POMBOO",1.1,"(0,3]",6,"REST",1,1,0
"92990",25574,2019-05-27,"POMBOO",7.9,"(6,9]",12,"REST",2,1,0
"92993",25575,2019-05-27,"POMBOO",10.5,"(9,12]",17,"FORAGE",3,1,0
"92996",25576,2019-05-28,"POMBOO",6.6,"(6,9]",8,"FORAGE",1,1,0
"92997",25577,2019-05-28,"POMBOO",4.6,"(3,6]",7,"FORAGE",1,1,0
"92998",25578,2019-05-28,"POMBOO",2.2,"(0,3]",7,"FORAGE",1,1,0
"93011",25582,2019-05-28,"POMBOO",13.1,"(12,15]",6,"FORAGE",1,1,0
"93012",25583,2019-05-28,"POMBOO",12.7,"(12,15]",13,"FORAGE",1,1,0
"93013",25584,2019-05-28,"POMBOO",12.9,"(12,15]",11,"TRAVEL",1,1,0
"93014",25585,2019-05-28,"POMBOO",11.6,"(9,12]",10,"TRAVEL",2,1,0
"93017",25587,2019-05-28,"POMBOO",7.9,"(6,9]",6,"FORAGE",1,1,0
"93018",25588,2019-05-30,"POMBOO",9.1,"(9,12]",8,NA,1,1,0
"93019",25589,2019-05-30,"POMBOO",4.1,"(3,6]",13,"TRAVEL",2,1,1
"93026",25591,2019-05-30,"POMBOO",10.3,"(9,12]",9,NA,1,1,0
"93027",25592,2019-05-30,"POMBOO",9.7,"(9,12]",12,"FORAGE",1,1,0
"93036",25596,2019-05-30,"POMBOO",8.2,"(6,9]",6,"FORAGE",1,1,0
"93037",25597,2019-05-31,"POMBOO",3.9,"(3,6]",5,"REST",2,1,0
"93039",25599,2019-05-31,"POMBOO",3.9,"(3,6]",5,NA,2,1,0
"93041",25600,2019-05-31,"POMBOO",5.9,"(3,6]",6,"FORAGE",1,1,0
"93042",25601,2019-05-31,"POMBOO",9.3,"(9,12]",6,NA,1,1,0
"93043",25602,2019-05-31,"POMBOO",8.8,"(6,9]",5,"FORAGE",1,1,0
"93044",25604,2019-05-31,"POMBOO",10,"(9,12]",43,"FORAGE",10,1,0
"93054",25606,2019-06-01,"POMBOO",4.2,"(3,6]",16,"TRAVEL",2,1,0
"93056",25607,2019-06-01,"POMBOO",5.4,"(3,6]",7,"TRAVEL",1,1,0
"93057",25608,2019-06-01,"POMBOO",9.6,"(9,12]",9,"TRAVEL",1,1,0
"93060",25609,2019-06-01,"POMBOO",7.9,"(6,9]",6,"FORAGE",1,1,0
"93061",25610,2019-06-04,"POMBOO",1.6,"(0,3]",5,"REST",4,1,0
"93065",25611,2019-06-04,"POMBOO",2.4,"(0,3]",6,"FORAGE",1,1,0
"93066",25612,2019-06-04,"POMBOO",4.7,"(3,6]",5,"FORAGE",1,1,0
"93070",25614,2019-06-04,"POMBOO",6.8,"(6,9]",5,"TRAVEL",1,1,0
"93071",25615,2019-06-05,"POMBOO",2.1,"(0,3]",5,NA,2,1,0
"93073",25616,2019-06-05,"POMBOO",11.1,"(9,12]",7,"FORAGE",1,1,0
"93075",25617,2019-06-05,"POMBOO",10,"(9,12]",5,"FORAGE",1,1,0
"93076",25618,2019-06-05,"POMBOO",10.6,"(9,12]",6,"FORAGE",1,1,0
"93077",25619,2019-06-05,"POMBOO",8.8,"(6,9]",5,"FORAGE",3,1,0
"93080",25620,2019-06-05,"POMBOO",3.4,"(3,6]",6,"FORAGE",1,1,0
"93081",25621,2019-06-05,"POMBOO",3.7,"(3,6]",5,"FORAGE",1,1,0
"93082",25622,2019-06-08,"POMBOO",2.2,"(0,3]",20,"REST",4,1,0
"93086",25623,2019-06-08,"POMBOO",11.7,"(9,12]",20,"TRAVEL",2,1,0
"93088",25624,2019-06-08,"POMBOO",13.3,"(12,15]",19,"TRAVEL",8,1,0
"93096",25625,2019-06-12,"POMBOO",1.2,"(0,3]",12,"TRAVEL",1,1,0
"93097",25626,2019-06-12,"POMBOO",7.3,"(6,9]",19,"TRAVEL",1,1,0
"93098",25627,2019-06-12,"POMBOO",4.5,"(3,6]",22,"FORAGE",1,1,0
"93099",25628,2019-06-12,"POMBOO",8,"(6,9]",23,"FORAGE",3,1,0
"93102",25629,2019-06-12,"POMBOO",10.1,"(9,12]",5,"TRAVEL",3,1,0
"93105",25630,2019-06-12,"POMBOO",10,"(9,12]",23,"REST",4,1,0
"93109",25632,2019-06-12,"POMBOO",7,"(6,9]",20,"FORAGE",2,1,0
"93112",25633,2019-06-12,"POMBOO",NA,NA,24,"TRAVEL",1,1,0
"93113",25634,2019-06-12,"POMBOO",9.5,"(9,12]",6,"REST",1,1,0
"93114",25635,2019-06-12,"POMBOO",10.9,"(9,12]",9,"OTHER",1,1,1
"93115",25636,2019-06-12,"POMBOO",8.3,"(6,9]",7,"FORAGE",1,1,0
"93116",25637,2019-06-13,"POMBOO",6.7,"(6,9]",8,"REST",7,1,0
"93123",25638,2019-06-13,"POMBOO",6.3,"(6,9]",5,"FORAGE",1,1,0
"93124",25639,2019-06-13,"POMBOO",7.9,"(6,9]",5,"FORAGE",3,1,0
"93140",25641,2019-06-13,"POMBOO",7.9,"(6,9]",6,"FORAGE",2,1,0
"93142",25642,2019-06-13,"POMBOO",7.3,"(6,9]",6,"TRAVEL",2,1,0
"93144",25643,2019-06-13,"POMBOO",1.5,"(0,3]",13,"REST",3,1,0
"93147",25644,2019-06-13,"POMBOO",10.1,"(9,12]",10,"FORAGE",2,1,0
"93150",25645,2019-06-14,"POMBOO",NA,NA,16,"FORAGE",1,1,1
"93151",25646,2019-06-14,"POMBOO",NA,NA,8,"REST",7,1,0
"93158",25647,2019-06-01,"MAZIWA",4.8,"(3,6]",5,"REST",1,0,0
"93159",25648,2019-06-01,"MAZIWA",5.4,"(3,6]",12,"REST",2,0,0
"93161",25649,2019-06-01,"MAZIWA",6.7,"(6,9]",9,"TRAVEL",2,0,0
"93163",25650,2019-06-04,"MAZIWA",NA,NA,5,"TRAVEL",2,0,0
"93165",25651,2019-06-04,"MAZIWA",7.7,"(6,9]",7,"FORAGE",2,0,0
"93167",25652,2019-06-04,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"93168",25653,2019-06-04,"MAZIWA",7.4,"(6,9]",5,"FORAGE",1,0,0
"93169",25654,2019-06-04,"MAZIWA",6.7,"(6,9]",10,"FORAGE",1,0,0
"93171",25656,2019-06-05,"MAZIWA",6.9,"(6,9]",7,"TRAVEL",3,0,0
"93175",25658,2019-06-05,"MAZIWA",6.4,"(6,9]",6,"FORAGE",1,0,0
"93176",25660,2019-06-08,"MAZIWA",3.7,"(3,6]",6,"REST",8,0,0
"93184",25661,2019-06-08,"MAZIWA",9.3,"(9,12]",32,"REST",11,0,0
"93195",25662,2019-06-09,"MAZIWA",2.4,"(0,3]",12,"SOCIAL",11,0,0
"93206",25663,2019-06-13,"MAZIWA",NA,NA,5,"TRAVEL",1,0,0
"93207",25664,2019-06-13,"MAZIWA",4.1,"(3,6]",16,"FORAGE",10,0,0
"93220",25665,2019-06-13,"MAZIWA",5.1,"(3,6]",5,"FORAGE",1,0,0
"93221",25666,2019-06-14,"MAZIWA",1.2,"(0,3]",7,"TRAVEL",1,0,0
"93222",25667,2019-06-14,"MAZIWA",5.9,"(3,6]",15,"TRAVEL",1,0,0
"93223",25668,2019-06-14,"MAZIWA",6.6,"(6,9]",7,"FORAGE",1,0,0
"93224",25669,2019-06-14,"MAZIWA",4.3,"(3,6]",8,"FORAGE",4,0,0
"93229",25670,2019-06-14,"MAZIWA",3.5,"(3,6]",6,"FORAGE",2,0,0
"93231",25671,2019-06-19,"MAZIWA",1.7,"(0,3]",6,"FORAGE",1,0,0
"93232",25672,2019-06-19,"MAZIWA",2.3,"(0,3]",5,NA,1,0,0
"93233",25673,2019-06-19,"MAZIWA",7.8,"(6,9]",5,"REST",3,0,0
"93236",25676,2019-06-24,"MAZIWA",5.5,"(3,6]",14,NA,11,0,0
"93247",25678,2019-06-24,"MAZIWA",6.6,"(6,9]",10,NA,1,0,0
"93248",25679,2019-06-24,"MAZIWA",6.7,"(6,9]",7,"TRAVEL",2,0,0
"93250",25680,2019-06-24,"MAZIWA",1.9,"(0,3]",5,"TRAVEL",1,0,0
"93254",25682,2019-06-24,"MAZIWA",5.6,"(3,6]",5,NA,3,0,0
"93257",25683,2019-06-24,"MAZIWA",4.5,"(3,6]",5,"TRAVEL",1,0,0
"93258",25684,2019-06-24,"MAZIWA",7.6,"(6,9]",5,"REST",3,0,0
"93261",25685,2019-06-24,"MAZIWA",6.8,"(6,9]",12,"TRAVEL",2,0,1
"93269",25688,2019-06-25,"POMBOO",5.3,"(3,6]",34,"TRAVEL",7,1,0
"93276",25689,2019-06-25,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",1,0,0
"93277",25690,2019-06-25,"MAZIWA",8.2,"(6,9]",32,"FORAGE",6,0,0
"93283",25691,2019-06-25,"MAZIWA",5.2,"(3,6]",6,"FORAGE",1,0,0
"93284",25692,2019-06-25,"MAZIWA",9,"(6,9]",6,NA,1,0,0
"93285",25693,2019-06-25,"MAZIWA",3.4,"(3,6]",7,"FORAGE",1,0,0
"93286",25694,2019-06-25,"MAZIWA",8.1,"(6,9]",6,"FORAGE",1,0,0
"93287",25695,2019-06-25,"MAZIWA",9.9,"(9,12]",6,"FORAGE",2,0,0
"93290",25698,2019-06-25,"MAZIWA",10,"(9,12]",13,NA,10,0,1
"93300",25699,2019-06-27,"MAZIWA",4.1,"(3,6]",6,"FORAGE",2,0,0
"93302",25700,2019-06-27,"MAZIWA",3.3,"(3,6]",5,"FORAGE",1,0,0
"93303",25701,2019-06-30,"MAZIWA",4.2,"(3,6]",5,"TRAVEL",NA,0,1
"93305",25702,2019-06-30,"MAZIWA",5.3,"(3,6]",5,"FORAGE",NA,0,0
"93316",25704,2019-07-01,"MAZIWA",5,"(3,6]",12,"FORAGE",NA,0,0
"93343",25706,2019-07-01,"MAZIWA",6.7,"(6,9]",6,"FORAGE",NA,0,0
"93354",25710,2019-07-01,"MAZIWA",4.4,"(3,6]",5,"FORAGE",NA,0,0
"93356",25711,2019-07-02,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",1,0,1
"93357",25712,2019-07-02,"MAZIWA",1.2,"(0,3]",7,"TRAVEL",1,0,0
"93358",25713,2019-07-02,"MAZIWA",10.3,"(9,12]",5,"FORAGE",1,0,0
"93359",25714,2019-07-02,"MAZIWA",10.3,"(9,12]",26,"TRAVEL",7,0,0
"93366",25715,2019-07-02,"MAZIWA",8.5,"(6,9]",30,NA,1,0,0
"93367",25716,2019-07-02,"MAZIWA",7.9,"(6,9]",12,NA,1,0,1
"93368",25717,2019-07-02,"MAZIWA",10.1,"(9,12]",5,"FORAGE",1,0,0
"93369",25718,2019-07-02,"MAZIWA",8.2,"(6,9]",7,"TRAVEL",1,0,1
"93370",25719,2019-07-02,"MAZIWA",10.7,"(9,12]",9,NA,1,0,0
"93371",25720,2019-07-02,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"93372",25721,2019-07-02,"MAZIWA",7.2,"(6,9]",5,"SOCIAL",2,0,0
"93376",25723,2019-07-03,"MAZIWA",8.8,"(6,9]",5,"FORAGE",NA,0,0
"93382",25725,2019-07-03,"MAZIWA",8.6,"(6,9]",6,"FORAGE",NA,0,0
"93383",25726,2019-07-03,"MAZIWA",12,"(9,12]",6,"FORAGE",NA,0,0
"93384",25727,2019-07-03,"MAZIWA",6,"(3,6]",13,"FORAGE",3,0,0
"93387",25728,2019-07-03,"MAZIWA",5.7,"(3,6]",6,"FORAGE",1,0,0
"93391",25731,2019-07-03,"MAZIWA",5.5,"(3,6]",7,"REST",NA,0,0
"93397",25732,2019-07-05,"MAZIWA",4.8,"(3,6]",6,"TRAVEL",2,0,0
"93399",25733,2019-07-07,"MAZIWA",4.8,"(3,6]",5,"TRAVEL",3,0,0
"93402",25734,2019-07-07,"MAZIWA",3.9,"(3,6]",5,NA,1,0,0
"93403",25735,2019-07-07,"MAZIWA",4.2,"(3,6]",5,"TRAVEL",2,0,0
"93405",25736,2019-07-07,"MAZIWA",5.2,"(3,6]",5,NA,1,0,1
"93406",25737,2019-07-07,"MAZIWA",7.6,"(6,9]",6,"FORAGE",1,0,0
"93407",25739,2019-07-07,"MAZIWA",7.5,"(6,9]",5,"FORAGE",NA,0,0
"93408",25740,2019-07-07,"MAZIWA",8,"(6,9]",5,NA,1,0,0
"93409",25741,2019-07-08,"MAZIWA",3.7,"(3,6]",7,NA,6,0,0
"93415",25742,2019-07-15,"MAZIWA",3,"(0,3]",6,"TRAVEL",NA,0,0
"93417",25743,2019-07-15,"MAZIWA",1.6,"(0,3]",7,"FORAGE",NA,0,0
"93418",25744,2019-07-15,"MAZIWA",4.9,"(3,6]",5,"TRAVEL",NA,0,0
"93420",25746,2019-07-16,"MAZIWA",7.2,"(6,9]",5,"FORAGE",NA,0,0
"93422",25747,2019-07-16,"MAZIWA",3.2,"(3,6]",7,"REST",NA,0,0
"93424",25748,2019-07-16,"MAZIWA",3.2,"(3,6]",5,"TRAVEL",NA,0,0
"93425",25749,2019-07-16,"MAZIWA",6.5,"(6,9]",12,NA,NA,0,0
"93426",25750,2019-07-16,"MAZIWA",8.1,"(6,9]",11,"FORAGE",NA,0,0
"93427",25751,2019-07-16,"MAZIWA",7.3,"(6,9]",7,"FORAGE",NA,0,0
"93428",25752,2019-07-17,"MAZIWA",5,"(3,6]",5,"FORAGE",NA,0,0
"93429",25753,2019-07-17,"MAZIWA",1.5,"(0,3]",5,"FORAGE",NA,0,0
"93430",25754,2019-07-17,"MAZIWA",6.1,"(6,9]",12,"FORAGE",NA,0,0
"93431",25755,2019-07-17,"MAZIWA",8.3,"(6,9]",6,NA,NA,0,0
"93438",25757,2019-07-17,"MAZIWA",9.3,"(9,12]",5,"FORAGE",NA,0,0
"93439",25758,2019-07-17,"MAZIWA",0.9,"(0,3]",10,"TRAVEL",1,0,0
"93442",25761,2019-07-18,"MAZIWA",6.4,"(6,9]",16,"FORAGE",5,0,1
"93447",25762,2019-07-18,"MAZIWA",1.9,"(0,3]",5,NA,1,0,0
"93448",25763,2019-07-18,"MAZIWA",2.4,"(0,3]",10,"REST",3,0,1
"93451",25764,2019-07-18,"MAZIWA",9.3,"(9,12]",16,"FORAGE",1,0,0
"93452",25765,2019-07-18,"MAZIWA",9.4,"(9,12]",9,"FORAGE",3,0,0
"93455",25766,2019-07-22,"MAZIWA",3.7,"(3,6]",5,"FORAGE",4,0,0
"93459",25767,2019-07-22,"MAZIWA",5,"(3,6]",5,NA,1,0,0
"93464",25775,2019-07-22,"MAZIWA",4.8,"(3,6]",10,NA,3,0,1
"93467",25777,2019-07-22,"MAZIWA",9.8,"(9,12]",11,NA,2,0,0
"93469",25778,2019-09-24,"POMBOO",7.8,"(6,9]",5,"FORAGE",1,0,0
"93470",25780,2019-09-24,"POMBOO",4.3,"(3,6]",5,"TRAVEL",4,0,1
"93474",25781,2019-09-24,"POMBOO",5.6,"(3,6]",10,"FORAGE",2,0,0
"93476",25782,2019-09-24,"POMBOO",9.2,"(9,12]",5,"FORAGE",1,0,0
"93477",25783,2019-09-24,"POMBOO",10,"(9,12]",1,NA,1,0,0
"93478",25784,2019-09-24,"POMBOO",10.3,"(9,12]",5,"FORAGE",7,0,0
"93485",25787,2019-09-24,"POMBOO",12.1,"(12,15]",5,"FORAGE",1,0,0
"93486",25788,2019-09-24,"POMBOO",12.6,"(12,15]",5,"TRAVEL",2,0,0
"93489",25789,2019-09-24,"POMBOO",12.7,"(12,15]",18,"FORAGE",2,0,0
"93494",25793,2019-09-24,"POMBOO",8.9,"(6,9]",6,"FORAGE",2,0,0
"93496",25794,2019-09-24,"POMBOO",9.7,"(9,12]",6,"REST",4,0,0
"93502",25797,2019-09-25,"POMBOO",4,"(3,6]",5,"FORAGE",2,0,0
"93504",25798,2019-09-25,"POMBOO",1.1,"(0,3]",11,"TRAVEL",3,0,1
"93507",25799,2019-09-25,"POMBOO",5,"(3,6]",6,"FORAGE",1,0,0
"93508",25800,2019-09-25,"POMBOO",7.4,"(6,9]",5,"FORAGE",1,0,0
"93509",25801,2019-09-25,"POMBOO",8.7,"(6,9]",5,"FORAGE",1,0,0
"93515",25803,2019-09-25,"POMBOO",9.1,"(9,12]",3,"FORAGE",1,0,0
"93517",25804,2019-09-25,"POMBOO",9.8,"(9,12]",5,"FORAGE",1,0,0
"93518",25805,2019-09-25,"POMBOO",9.8,"(9,12]",5,"FORAGE",3,0,0
"93521",25806,2019-09-25,"POMBOO",9.3,"(9,12]",1,NA,1,0,0
"93539",25811,2019-09-25,"POMBOO",9,"(6,9]",5,"REST",9,0,0
"93548",25812,2019-06-18,"MAZIWA",NA,NA,7,"FORAGE",2,0,0
"93550",25813,2019-06-18,"MAZIWA",NA,NA,6,"TRAVEL",4,0,0
"93554",25816,2019-07-24,"POMBOO",NA,NA,8,"REST",4,1,1
"93558",25817,2019-07-24,"POMBOO",NA,NA,13,"FORAGE",3,1,0
"93564",25819,2019-07-24,"POMBOO",NA,NA,11,NA,1,1,1
"93565",25821,2019-07-26,"POMBOO",NA,NA,12,NA,8,1,0
"93573",25822,2019-07-26,"POMBOO",NA,NA,5,"FORAGE",2,1,0
"93575",25823,2019-07-26,"POMBOO",NA,NA,8,"FORAGE",2,1,0
"93577",25824,2019-07-26,"POMBOO",NA,NA,10,"TRAVEL",6,1,0
"93583",25825,2019-07-26,"POMBOO",NA,NA,6,"FORAGE",1,1,0
"93588",25827,2019-07-26,"POMBOO",NA,NA,6,NA,2,1,0
"93590",25828,2019-07-26,"POMBOO",NA,NA,8,NA,2,1,0
"93592",25829,2019-07-26,"POMBOO",NA,NA,9,NA,1,1,0
"93593",25830,2019-07-26,"POMBOO",NA,NA,5,"FORAGE",1,1,0
"93595",25832,2019-07-26,"POMBOO",NA,NA,5,"TRAVEL",1,1,0
"93596",25833,2019-07-26,"POMBOO",NA,NA,5,"FORAGE",1,1,0
"93597",25834,2019-07-27,"POMBOO",NA,NA,7,"FORAGE",1,1,0
"93598",25835,2019-07-27,"POMBOO",NA,NA,41,"SOCIAL",1,1,0
"93602",25836,2019-07-27,"POMBOO",NA,NA,5,"FORAGE",1,1,0
"93603",25837,2019-07-27,"POMBOO",NA,NA,5,"FORAGE",1,1,0
"93604",25838,2019-07-27,"POMBOO",NA,NA,6,NA,1,1,0
"93605",25839,2019-08-02,"MAZIWA",4.1,"(3,6]",5,NA,1,0,0
"93606",25840,2019-08-02,"MAZIWA",1.9,"(0,3]",11,"TRAVEL",1,0,0
"93607",25841,2019-08-02,"MAZIWA",5,"(3,6]",5,"FORAGE",1,0,0
"93608",25842,2019-08-02,"MAZIWA",5.5,"(3,6]",6,"FORAGE",1,0,0
"93609",25843,2019-08-02,"MAZIWA",5.8,"(3,6]",8,"REST",6,0,0
"93615",25844,2019-08-02,"MAZIWA",4.6,"(3,6]",20,"TRAVEL",2,0,0
"93617",25845,2019-08-02,"MAZIWA",1,"(0,3]",14,"FORAGE",3,0,0
"93620",25847,2019-08-02,"MAZIWA",1.1,"(0,3]",6,"REST",2,0,0
"93622",25848,2019-08-02,"MAZIWA",4.1,"(3,6]",6,NA,1,0,1
"93623",25849,2019-08-02,"MAZIWA",3.5,"(3,6]",6,"REST",1,0,0
"93624",25850,2019-08-03,"MAZIWA",3.4,"(3,6]",6,"TRAVEL",4,0,1
"93628",25852,2019-08-03,"MAZIWA",0.7,"(0,3]",5,NA,1,0,0
"93631",25859,2019-08-03,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"93634",25868,2019-08-03,"MAZIWA",2.4,"(0,3]",8,"FORAGE",2,0,0
"93638",25871,2019-08-03,"MAZIWA",7.4,"(6,9]",5,"FORAGE",1,0,0
"93639",25872,2019-08-03,"MAZIWA",4.6,"(3,6]",9,NA,1,0,0
"93640",25873,2019-08-03,"MAZIWA",1.6,"(0,3]",6,"FORAGE",1,0,0
"93641",25875,2019-08-03,"MAZIWA",8.3,"(6,9]",5,"TRAVEL",1,0,0
"93642",25876,2019-09-30,"POMBOO",6.3,"(6,9]",5,"FORAGE",2,0,0
"93644",25877,2019-09-30,"POMBOO",4.2,"(3,6]",5,"FORAGE",1,0,0
"93645",25878,2019-09-30,"POMBOO",7.2,"(6,9]",5,"FORAGE",2,0,0
"93647",25879,2019-09-30,"POMBOO",1.3,"(0,3]",5,"TRAVEL",6,0,1
"93653",25880,2019-09-30,"POMBOO",9.3,"(9,12]",5,"FORAGE",2,0,0
"93655",25881,2019-09-30,"POMBOO",9.2,"(9,12]",5,"TRAVEL",9,0,0
"93664",25882,2019-06-21,"MAZIWA",3.9,"(3,6]",16,"TRAVEL",7,0,0
"93673",25884,2019-06-21,"MAZIWA",2.1,"(0,3]",5,"FORAGE",1,0,0
"93674",25885,2019-06-21,"MAZIWA",3,"(0,3]",11,NA,1,0,1
"93675",25886,2019-06-12,"MAZIWA",2.1,"(0,3]",16,"TRAVEL",4,0,0
"93682",25888,2019-06-12,"MAZIWA",9,"(6,9]",12,"FORAGE",4,0,1
"93686",25889,2019-06-12,"MAZIWA",5.8,"(3,6]",15,"FORAGE",2,0,0
"93688",25890,2019-06-12,"MAZIWA",5.5,"(3,6]",9,"FORAGE",2,0,0
"93690",25891,2019-06-12,"MAZIWA",1,"(0,3]",8,"TRAVEL",1,0,1
"93691",25892,2019-06-12,"MAZIWA",4.1,"(3,6]",5,"FORAGE",1,0,0
"93692",25893,2019-06-12,"MAZIWA",6,"(3,6]",6,"FORAGE",1,0,0
"93693",25894,2019-06-12,"MAZIWA",6.4,"(6,9]",16,"SOCIAL",4,0,0
"93697",25896,2019-07-19,"MAZIWA",1.2,"(0,3]",5,"FORAGE",1,0,0
"93710",25899,2019-07-19,"MAZIWA",8.9,"(6,9]",7,"FORAGE",1,0,0
"93711",25901,2019-07-19,"MAZIWA",9.3,"(9,12]",5,"FORAGE",1,0,0
"93712",25902,2019-07-19,"MAZIWA",8.6,"(6,9]",5,"FORAGE",1,0,0
"93713",25903,2019-07-19,"MAZIWA",8.8,"(6,9]",5,"FORAGE",NA,0,0
"93714",25904,2019-07-19,"MAZIWA",1.5,"(0,3]",13,"TRAVEL",1,0,0
"93715",25905,2019-06-20,"MAZIWA",4.5,"(3,6]",6,"TRAVEL",1,0,0
"93716",25906,2019-06-20,"MAZIWA",1.1,"(0,3]",7,"FORAGE",1,0,0
"93717",25907,2019-06-20,"MAZIWA",3.3,"(3,6]",14,NA,6,0,0
"93727",25909,2019-06-20,"MAZIWA",7.1,"(6,9]",8,NA,4,0,0
"93743",25912,2019-08-04,"MAZIWA",3.3,"(3,6]",5,"FORAGE",1,0,0
"93744",25913,2019-08-04,"MAZIWA",4.1,"(3,6]",5,"TRAVEL",2,0,0
"93761",25918,2019-08-05,"MAZIWA",6.2,"(6,9]",5,"TRAVEL",2,0,0
"93763",25920,2019-08-05,"MAZIWA",3.7,"(3,6]",5,"TRAVEL",1,0,0
"93771",25926,2019-08-05,"MAZIWA",6.2,"(6,9]",16,"TRAVEL",1,0,1
"93772",25928,2019-08-05,"MAZIWA",1.7,"(0,3]",5,"TRAVEL",1,0,0
"93780",25931,2019-08-05,"MAZIWA",11.7,"(9,12]",5,"FORAGE",1,0,0
"93784",25933,2019-08-06,"MAZIWA",5.6,"(3,6]",15,"TRAVEL",1,0,0
"93789",25935,2019-08-06,"MAZIWA",5.2,"(3,6]",5,"FORAGE",1,0,0
"93792",25940,2019-10-03,"POMBOO",2.8,"(0,3]",5,"REST",3,0,1
"93795",25941,2019-10-03,"POMBOO",7.6,"(6,9]",30,"FORAGE",4,0,0
"93800",25943,2019-10-03,"POMBOO",5.5,"(3,6]",11,"SOCIAL",4,0,1
"93816",25945,2019-10-03,"POMBOO",4.2,"(3,6]",2,NA,1,0,0
"93820",25948,2019-10-03,"POMBOO",10,"(9,12]",5,"REST",9,0,0
"93829",25955,2019-06-18,"POMBOO",5.3,"(3,6]",8,"FORAGE",14,1,0
"93843",25956,2019-06-30,"POMBOO",1.6,"(0,3]",8,"FORAGE",1,1,0
"93844",25957,2019-06-30,"POMBOO",7.8,"(6,9]",9,"REST",1,1,0
"93845",25958,2019-06-30,"POMBOO",7.5,"(6,9]",13,"REST",5,1,0
"93850",25959,2019-06-30,"POMBOO",4.9,"(3,6]",5,"REST",3,1,0
"93853",25960,2019-06-30,"POMBOO",9.4,"(9,12]",7,"TRAVEL",1,1,0
"93854",25961,2019-06-30,"POMBOO",9.5,"(9,12]",3,"TRAVEL",1,1,0
"93855",25962,2019-10-08,"POMBOO",0.8,"(0,3]",5,"FORAGE",1,0,0
"93856",25963,2019-10-08,"POMBOO",2.2,"(0,3]",5,"FORAGE",1,0,0
"93857",25964,2019-10-08,"POMBOO",7,"(6,9]",5,"FORAGE",1,0,0
"93858",25965,2019-10-08,"POMBOO",7.8,"(6,9]",5,"REST",3,0,0
"93861",25966,2019-10-08,"POMBOO",6.7,"(6,9]",6,"REST",8,0,1
"93869",25969,2019-10-10,"POMBOO",4.4,"(3,6]",5,"TRAVEL",2,0,0
"93871",25970,2019-10-09,"POMBOO",4,"(3,6]",5,"REST",5,0,0
"93878",25971,2019-10-09,"POMBOO",1.1,"(0,3]",9,"OTHER",2,0,1
"93880",25972,2019-10-09,"POMBOO",9.6,"(9,12]",5,"FORAGE",1,0,0
"93881",25973,2019-10-09,"POMBOO",12.1,"(12,15]",7,"FORAGE",1,0,0
"93882",25974,2019-10-09,"POMBOO",10,"(9,12]",17,"FORAGE",3,0,0
"93885",25975,2019-10-09,"POMBOO",8.6,"(6,9]",9,"FORAGE",2,0,0
"93890",25978,2019-10-09,"POMBOO",4.8,"(3,6]",7,"FORAGE",3,0,1
