"","Observation ID","Observation Date","Platform","Depth","depth_class","Survey_Length","First Five Activity","Group Size","biopsy_day","Bowride_in_survey"
"48959",11856,2003-03-06,"MAZIWA",8.5,"(6,9]",40,"FORAGE",5,0,1
"48964",11857,2003-03-06,"MAZIWA",9.6,"(9,12]",18,"REST",16,0,1
"48991",11859,2003-03-06,"MAZIWA",NA,NA,5,"UNKNOWN",4,0,0
"48995",11860,2003-03-06,"MAZIWA",7.6,"(6,9]",7,"TRAVEL",1,0,0
"49021",11871,2003-03-07,"MAZIWA",6.7,"(6,9]",11,"REST",2,0,0
"49023",11872,2003-03-07,"MAZIWA",7,"(6,9]",17,"REST",2,0,0
"49025",11873,2003-03-07,"MAZIWA",4.6,"(3,6]",29,"TRAVEL",4,0,0
"49038",11876,2003-03-07,"MAZIWA",6.7,"(6,9]",13,"FORAGE",1,0,0
"49073",11879,2003-03-08,"MAZIWA",4.9,"(3,6]",6,"REST",2,0,0
"49075",11880,2003-03-08,"MAZIWA",5.5,"(3,6]",16,"REST",3,0,0
"49078",11881,2003-03-08,"MAZIWA",5.8,"(3,6]",5,"FORAGE",1,0,0
"49089",11884,2003-03-08,"MAZIWA",6,"(3,6]",18,"FORAGE",1,0,0
"49091",11886,2003-03-08,"MAZIWA",9.1,"(9,12]",34,"FORAGE",1,0,0
"49109",11889,2003-03-08,"MAZIWA",7.9,"(6,9]",6,"FORAGE",1,0,0
"49110",11890,2003-03-08,"MAZIWA",7,"(6,9]",10,"TRAVEL",1,0,0
"49112",11892,2003-03-08,"MAZIWA",6,"(3,6]",19,"REST",10,0,0
"49122",11893,2003-03-08,"MAZIWA",9.6,"(9,12]",21,"REST",7,0,1
"49149",11897,2003-03-08,"MAZIWA",9.5,"(9,12]",32,"TRAVEL",1,0,1
"49153",11899,2003-03-08,"MAZIWA",9.1,"(9,12]",9,"REST",5,0,0
"49162",11902,2003-03-08,"MAZIWA",9.6,"(9,12]",15,"FORAGE",2,0,0
"49268",11932,2003-03-14,"MAZIWA",6.7,"(6,9]",7,"REST",2,0,0
"49278",11936,2003-03-14,"MAZIWA",10.1,"(9,12]",30,"FORAGE",2,0,0
"49290",11941,2003-03-14,"MAZIWA",7.6,"(6,9]",29,"FORAGE",2,0,0
"49366",11956,2003-03-20,"MAZIWA",6,"(3,6]",12,"FORAGE",2,0,0
"49368",11957,2003-03-20,"MAZIWA",3.4,"(3,6]",16,"FORAGE",1,0,0
"49378",11961,2003-03-20,"MAZIWA",3.7,"(3,6]",21,"FORAGE",1,0,0
"49381",11963,2003-03-20,"MAZIWA",7,"(6,9]",32,"UNKNOWN",5,0,0
"49389",11966,2003-03-20,"MAZIWA",7.3,"(6,9]",11,"REST",3,0,0
"49405",11976,2003-03-21,"MAZIWA",2.7,"(0,3]",9,"REST",6,0,0
"49424",11983,2003-03-22,"MAZIWA",6.4,"(6,9]",15,"FORAGE",1,0,1
"49439",11986,2003-03-22,"MAZIWA",5.2,"(3,6]",36,"OTHER",9,0,1
"49450",11988,2003-03-22,"MAZIWA",7.6,"(6,9]",22,"TRAVEL",2,0,1
"49454",11990,2003-03-22,"MAZIWA",7,"(6,9]",12,"REST",2,0,1
"49462",11992,2003-03-22,"MAZIWA",4.9,"(3,6]",9,"FORAGE",5,0,0
"49500",12001,2003-03-28,"MAZIWA",4.6,"(3,6]",21,"REST",8,0,0
"49508",12002,2003-03-28,"MAZIWA",2.9,"(0,3]",5,"FORAGE",2,0,0
"49510",12003,2003-03-28,"MAZIWA",7.9,"(6,9]",11,"TRAVEL",1,0,0
"49600",12028,2003-03-31,"MAZIWA",1.8,"(0,3]",14,"SOCIAL",5,0,1
"49605",12029,2003-04-02,"MAZIWA",7.3,"(6,9]",21,"TRAVEL",8,0,1
"49613",12030,2003-04-02,"MAZIWA",6.7,"(6,9]",12,"FORAGE",1,0,0
"49616",12032,2003-04-04,"MAZIWA",7.9,"(6,9]",23,"TRAVEL",1,0,0
"49617",12033,2003-04-04,"MAZIWA",7.9,"(6,9]",5,"FORAGE",1,0,0
"49618",12034,2003-04-04,"MAZIWA",7.6,"(6,9]",17,"UNKNOWN",2,0,0
"49644",12043,2003-04-04,"MAZIWA",9.1,"(9,12]",29,"UNKNOWN",14,0,1
"49664",12046,2003-04-05,"MAZIWA",6.7,"(6,9]",9,"REST",2,0,0
"49666",12047,2003-04-05,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,0
"49670",12049,2003-04-05,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,1
"49685",12057,2003-04-05,"MAZIWA",6.4,"(6,9]",13,"TRAVEL",2,0,0
"49691",12060,2003-04-08,"MAZIWA",4,"(3,6]",6,"FORAGE",1,0,0
"49692",12061,2003-04-08,"MAZIWA",4.6,"(3,6]",11,"TRAVEL",3,0,0
"49697",12063,2003-04-08,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,0
"49698",12064,2003-04-08,"MAZIWA",7,"(6,9]",7,"FORAGE",1,0,1
"49699",12065,2003-04-08,"MAZIWA",9.6,"(9,12]",25,"FORAGE",4,0,0
"49707",12068,2003-04-08,"MAZIWA",8.5,"(6,9]",6,"REST",2,0,0
"49725",12074,2003-04-13,"MAZIWA",6.7,"(6,9]",6,"FORAGE",1,0,1
"49726",12075,2003-04-13,"MAZIWA",6.7,"(6,9]",5,"FORAGE",1,0,0
"49728",12077,2003-04-13,"MAZIWA",4.9,"(3,6]",7,"FORAGE",2,0,1
"49753",12089,2003-04-13,"MAZIWA",7.3,"(6,9]",5,"REST",1,0,0
"49757",12092,2003-04-15,"MAZIWA",8.2,"(6,9]",5,"TRAVEL",1,0,1
"49758",12093,2003-04-15,"MAZIWA",8.2,"(6,9]",15,"FORAGE",1,0,0
"49762",12095,2003-04-15,"MAZIWA",8.8,"(6,9]",16,"TRAVEL",2,0,1
"49769",12097,2003-04-15,"MAZIWA",4.3,"(3,6]",35,"FORAGE",2,0,0
"49772",12099,2003-04-15,"MAZIWA",9.1,"(9,12]",33,"TRAVEL",3,0,0
"49816",12110,2003-04-16,"MAZIWA",6.4,"(6,9]",13,"FORAGE",1,0,0
"49819",12112,2003-04-16,"MAZIWA",7.3,"(6,9]",6,"FORAGE",1,0,1
"49822",12114,2003-04-16,"MAZIWA",7.3,"(6,9]",28,"REST",5,0,0
"49852",12124,2003-04-16,"MAZIWA",2.7,"(0,3]",9,"OTHER",2,0,1
"49854",12125,2003-04-16,"MAZIWA",9.5,"(9,12]",5,"UNKNOWN",4,0,0
"49874",12130,2003-04-16,"MAZIWA",7.9,"(6,9]",13,"FORAGE",1,0,0
"49879",12132,2003-04-16,"MAZIWA",4.3,"(3,6]",18,"FORAGE",4,0,1
"49910",12141,2003-04-16,"MAZIWA",9.5,"(9,12]",12,"FORAGE",4,0,1
"49927",12145,2003-04-19,"MAZIWA",1.2,"(0,3]",9,"TRAVEL",3,0,1
"49933",12147,2003-04-19,"MAZIWA",7.3,"(6,9]",7,"FORAGE",1,0,1
"49934",12148,2003-04-19,"MAZIWA",10.1,"(9,12]",15,"FORAGE",1,0,0
"49935",12149,2003-04-19,"MAZIWA",10.7,"(9,12]",19,"TRAVEL",3,0,1
"49944",12152,2003-04-20,"MAZIWA",6.7,"(6,9]",19,"FORAGE",1,0,0
"49945",12154,2003-04-20,"MAZIWA",6.7,"(6,9]",7,"FORAGE",1,0,1
"49956",12158,2003-04-20,"MAZIWA",7,"(6,9]",18,"FORAGE",2,0,1
"49973",12162,2003-04-20,"MAZIWA",8.2,"(6,9]",6,"UNKNOWN",1,0,0
"49976",12164,2003-04-20,"MAZIWA",8.2,"(6,9]",36,"REST",5,0,1
"49984",12166,2003-04-20,"MAZIWA",10.7,"(9,12]",10,"FORAGE",1,0,0
"49985",12167,2003-04-20,"MAZIWA",9.1,"(9,12]",30,"REST",2,0,0
"50006",12171,2003-04-21,"MAZIWA",1.5,"(0,3]",12,"TRAVEL",2,0,1
"50031",12177,2003-04-22,"MAZIWA",7,"(6,9]",5,"REST",1,0,0
"50038",12179,2003-04-22,"MAZIWA",4.3,"(3,6]",21,"SOCIAL",9,0,1
"50051",12181,2003-04-22,"MAZIWA",7.9,"(6,9]",19,"TRAVEL",9,0,0
"50133",12193,2003-04-23,"MAZIWA",2.7,"(0,3]",6,"FORAGE",2,0,0
"50140",12195,2003-04-23,"MAZIWA",3,"(0,3]",11,"REST",1,0,1
"50144",12198,2003-04-23,"MAZIWA",9.1,"(9,12]",18,"REST",4,0,0
"50148",12199,2003-04-23,"MAZIWA",8.5,"(6,9]",19,"REST",NA,0,0
"50166",12203,2003-04-23,"MAZIWA",6.7,"(6,9]",18,"REST",2,0,0
"50170",12205,2003-04-23,"MAZIWA",1.2,"(0,3]",12,"TRAVEL",2,0,0
"50181",12209,2003-04-23,"MAZIWA",6.4,"(6,9]",5,"FORAGE",8,0,0
"50189",12211,2003-04-23,"MAZIWA",NA,NA,5,"UNKNOWN",2,0,0
"50231",12219,2003-04-24,"MAZIWA",3.4,"(3,6]",5,"FORAGE",1,0,0
"50237",12222,2003-04-24,"MAZIWA",10.4,"(9,12]",35,"REST",14,0,0
"50255",12224,2003-04-24,"MAZIWA",7.9,"(6,9]",7,"FORAGE",2,0,1
"50259",12226,2003-04-24,"MAZIWA",9.6,"(9,12]",38,"SOCIAL",30,0,0
"50293",12229,2003-04-24,"MAZIWA",7.3,"(6,9]",5,"OTHER",1,0,1
"50294",12230,2003-04-24,"MAZIWA",7.9,"(6,9]",11,"OTHER",1,0,1
"50314",12234,2003-05-01,"MAZIWA",7,"(6,9]",11,"OTHER",2,0,1
"50324",12238,2003-05-01,"MAZIWA",1.5,"(0,3]",4,"TRAVEL",4,0,1
"50344",12243,2003-05-02,"MAZIWA",1.9,"(0,3]",5,"FORAGE",2,0,0
"50346",12244,2003-05-02,"MAZIWA",9.1,"(9,12]",15,"UNKNOWN",3,0,0
"50350",12246,2003-05-02,"MAZIWA",10.4,"(9,12]",11,"SOCIAL",3,0,0
"50389",12251,2003-05-02,"MAZIWA",9.1,"(9,12]",20,"REST",6,0,0
"50395",12252,2003-05-02,"MAZIWA",7.3,"(6,9]",7,"TRAVEL",1,0,0
"50400",12255,2003-05-02,"MAZIWA",6.7,"(6,9]",17,"TRAVEL",4,0,1
"50417",12258,2003-05-02,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,0
"50458",12272,2003-05-04,"MAZIWA",5.2,"(3,6]",5,"FORAGE",2,0,0
"50460",12273,2003-05-04,"MAZIWA",8.2,"(6,9]",7,"FORAGE",1,0,0
"50461",12274,2003-05-04,"MAZIWA",8.2,"(6,9]",5,"FORAGE",1,0,1
"50463",12276,2003-05-04,"MAZIWA",8.5,"(6,9]",15,"REST",7,0,0
"50479",12278,2003-05-04,"MAZIWA",10.7,"(9,12]",7,"REST",6,0,0
"50485",12279,2003-05-04,"MAZIWA",9.1,"(9,12]",20,"REST",7,0,0
"50492",12280,2003-05-04,"MAZIWA",9.6,"(9,12]",16,"FORAGE",2,0,0
"50494",12281,2003-05-04,"MAZIWA",7.9,"(6,9]",5,"FORAGE",1,0,0
"50495",12282,2003-05-04,"MAZIWA",10.1,"(9,12]",6,"FORAGE",1,0,0
"50496",12283,2003-05-05,"MAZIWA",7.6,"(6,9]",7,"OTHER",1,0,1
"50501",12285,2003-05-05,"MAZIWA",4.9,"(3,6]",15,"REST",11,0,0
"50522",12287,2003-05-07,"MAZIWA",1.2,"(0,3]",5,"FORAGE",5,0,0
"50527",12288,2003-05-07,"MAZIWA",7.6,"(6,9]",10,"REST",5,0,0
"50532",12289,2003-05-07,"MAZIWA",7.6,"(6,9]",6,"FORAGE",1,0,0
"50536",12291,2003-05-07,"MAZIWA",8.8,"(6,9]",16,"TRAVEL",11,0,1
"50561",12294,2003-05-07,"MAZIWA",10.1,"(9,12]",34,"TRAVEL",13,0,1
"50582",12296,2003-05-07,"MAZIWA",8.2,"(6,9]",5,"FORAGE",2,0,0
"50586",12298,2003-05-07,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"50587",12299,2003-05-07,"MAZIWA",7.6,"(6,9]",8,"FORAGE",1,0,1
"50591",12301,2003-05-11,"MAZIWA",4.9,"(3,6]",5,"FORAGE",1,0,1
"50592",12302,2003-05-11,"MAZIWA",5.2,"(3,6]",6,"REST",2,0,0
"50594",12303,2003-05-11,"MAZIWA",4,"(3,6]",8,"TRAVEL",2,0,1
"50596",12304,2003-05-11,"MAZIWA",1.4,"(0,3]",7,"FORAGE",2,0,0
"50607",12308,2003-05-11,"MAZIWA",7.6,"(6,9]",7,"FORAGE",1,0,1
"50608",12309,2003-05-11,"MAZIWA",5.2,"(3,6]",10,"TRAVEL",2,0,0
"50610",12310,2003-05-11,"MAZIWA",9.5,"(9,12]",36,"TRAVEL",10,0,1
"50629",12312,2003-05-11,"MAZIWA",10.1,"(9,12]",39,"FORAGE",2,0,0
"50632",12314,2003-05-14,"MAZIWA",7.3,"(6,9]",17,"REST",11,0,0
"50657",12317,2003-05-14,"MAZIWA",9.1,"(9,12]",6,"REST",4,0,1
"50661",12318,2003-05-14,"MAZIWA",8.8,"(6,9]",10,"TRAVEL",2,0,1
"50663",12319,2003-05-14,"MAZIWA",7.9,"(6,9]",9,"REST",2,0,0
"50665",12320,2003-05-14,"MAZIWA",1.5,"(0,3]",35,"TRAVEL",7,0,1
"50672",12321,2003-05-14,"MAZIWA",9.6,"(9,12]",14,"FORAGE",1,0,0
"50673",12322,2003-05-14,"MAZIWA",9.6,"(9,12]",8,"FORAGE",1,0,0
"50674",12323,2003-05-19,"MAZIWA",6.7,"(6,9]",10,"FORAGE",2,0,0
"50676",12324,2003-05-19,"MAZIWA",4.9,"(3,6]",13,"FORAGE",2,0,0
"50692",12326,2003-05-23,"MAZIWA",4.9,"(3,6]",10,"TRAVEL",3,0,0
"50695",12327,2003-05-23,"MAZIWA",1,"(0,3]",6,"TRAVEL",1,0,0
"50696",12328,2003-05-23,"MAZIWA",7.3,"(6,9]",13,"REST",3,0,0
"50699",12329,2003-05-23,"MAZIWA",5.2,"(3,6]",6,"FORAGE",1,0,1
"50700",12330,2003-05-23,"MAZIWA",9.6,"(9,12]",16,"REST",8,0,0
"50708",12331,2003-05-23,"MAZIWA",8.5,"(6,9]",11,"FORAGE",2,0,0
"50710",12332,2003-05-24,"MAZIWA",7.9,"(6,9]",11,"REST",2,0,0
"50712",12333,2003-05-25,"MAZIWA",1.8,"(0,3]",6,"FORAGE",3,0,0
"50715",12334,2003-05-27,"MAZIWA",4,"(3,6]",5,"REST",3,0,0
"50718",12335,2003-05-27,"MAZIWA",5.8,"(3,6]",17,"TRAVEL",5,0,1
"50723",12336,2003-05-28,"MAZIWA",7.6,"(6,9]",5,"FORAGE",1,0,0
"50724",12337,2003-05-28,"MAZIWA",8.2,"(6,9]",5,"TRAVEL",1,0,0
"50725",12338,2003-05-28,"MAZIWA",10.1,"(9,12]",6,"REST",1,0,0
"50726",12339,2003-05-28,"MAZIWA",5.2,"(3,6]",5,"TRAVEL",1,0,0
"50727",12340,2003-05-28,"MAZIWA",2.7,"(0,3]",6,"FORAGE",1,0,1
"50760",12343,2003-05-28,"MAZIWA",10.1,"(9,12]",9,"FORAGE",2,0,0
"50762",12344,2003-05-29,"MAZIWA",5.2,"(3,6]",15,"TRAVEL",2,0,0
"50764",12345,2003-05-31,"MAZIWA",5.2,"(3,6]",30,"REST",9,0,1
"50774",12346,2003-05-31,"MAZIWA",10.7,"(9,12]",21,"REST",9,0,1
"50783",12347,2003-05-31,"MAZIWA",9.6,"(9,12]",10,"FORAGE",4,0,0
"50787",12348,2003-06-02,"MAZIWA",8.2,"(6,9]",8,"FORAGE",2,0,0
"50789",12349,2003-06-02,"MAZIWA",1.3,"(0,3]",10,"FORAGE",2,0,0
"50791",12350,2003-06-16,"MAZIWA",2,"(0,3]",9,"FORAGE",4,0,1
"50795",12351,2003-06-16,"MAZIWA",8.5,"(6,9]",5,"TRAVEL",1,0,0
"50796",12352,2003-06-16,"MAZIWA",9.1,"(9,12]",5,"UNKNOWN",1,0,0
"50797",12353,2003-06-16,"MAZIWA",5.8,"(3,6]",33,"FORAGE",8,0,1
"50805",12354,2003-06-16,"MAZIWA",5.5,"(3,6]",5,"FORAGE",1,0,1
"50806",12355,2003-06-16,"MAZIWA",6.7,"(6,9]",6,"TRAVEL",1,0,1
"50820",12358,2003-06-28,"MAZIWA",4.3,"(3,6]",12,"FORAGE",7,0,0
"50827",12359,2003-06-28,"MAZIWA",7,"(6,9]",27,"REST",10,0,0
"50848",12361,2003-06-30,"MAZIWA",3,"(0,3]",20,"FORAGE",8,0,0
"50856",12362,2003-06-30,"MAZIWA",2.1,"(0,3]",10,"FORAGE",2,0,0
"50858",12363,2003-06-30,"MAZIWA",7.3,"(6,9]",5,"FORAGE",1,0,0
"50859",12364,2003-06-30,"MAZIWA",8.2,"(6,9]",8,"FORAGE",2,0,0
"50861",12365,2003-06-30,"MAZIWA",8.2,"(6,9]",22,"FORAGE",1,0,0
"50862",12366,2003-06-30,"MAZIWA",8.2,"(6,9]",8,"FORAGE",1,0,0
"50863",12367,2003-06-30,"MAZIWA",6,"(3,6]",6,"FORAGE",1,0,0
"50864",12368,2003-06-30,"MAZIWA",6.4,"(6,9]",19,"FORAGE",1,0,0
"50865",12369,2003-06-30,"MAZIWA",2.7,"(0,3]",22,"TRAVEL",7,0,1
"50879",12372,2003-06-30,"MAZIWA",6.4,"(6,9]",11,"REST",2,0,0
"50885",12374,2003-07-02,"MAZIWA",3.7,"(3,6]",5,"REST",5,0,0
"50890",12375,2003-07-02,"MAZIWA",3.6,"(3,6]",5,"FORAGE",2,0,0
"50892",12376,2003-07-02,"MAZIWA",1.7,"(0,3]",12,"TRAVEL",4,0,0
"50896",12377,2003-07-02,"BONY HERRING",11.2,"(9,12]",23,"REST",11,0,0
"50919",12379,2003-07-02,"MAZIWA",10.7,"(9,12]",8,"REST",3,0,0
"50922",12380,2003-07-02,"BONY HERRING",9.8,"(9,12]",5,"FORAGE",2,0,0
"50924",12381,2003-07-02,"MAZIWA",6.4,"(6,9]",9,"REST",2,0,1
"50926",12382,2003-07-02,"BONY HERRING",9.6,"(9,12]",29,"TRAVEL",7,0,0
"50933",12383,2003-07-02,"BONY HERRING",10.8,"(9,12]",6,"TRAVEL",3,0,0
"50936",12384,2003-07-02,"BONY HERRING",10,"(9,12]",5,"FORAGE",1,0,0
"50937",12385,2003-07-02,"BONY HERRING",1.1,"(0,3]",6,"UNKNOWN",3,0,0
"50941",12386,2003-07-02,"BONY HERRING",7.5,"(6,9]",8,"FORAGE",5,0,1
"50955",12388,2003-07-02,"BONY HERRING",1.2,"(0,3]",5,"TRAVEL",3,0,0
"50965",12390,2003-07-03,"MAZIWA",2.5,"(0,3]",9,"FORAGE",5,0,0
"50970",12391,2003-07-03,"BONY HERRING",1.3,"(0,3]",18,"SOCIAL",5,0,0
"50975",12392,2003-07-03,"BONY HERRING",2.5,"(0,3]",5,"FORAGE",1,0,0
"50976",12393,2003-07-03,"BONY HERRING",5.2,"(3,6]",7,"FORAGE",2,0,0
"50978",12394,2003-07-03,"BONY HERRING",1.3,"(0,3]",5,"FORAGE",2,0,1
"50980",12395,2003-07-03,"BONY HERRING",8.4,"(6,9]",10,"FORAGE",5,0,0
"50985",12396,2003-07-03,"BONY HERRING",8,"(6,9]",5,"UNKNOWN",1,0,1
"50991",12398,2003-07-03,"BONY HERRING",7.7,"(6,9]",5,"FORAGE",1,0,0
"50992",12399,2003-07-03,"BONY HERRING",9.9,"(9,12]",28,"REST",6,0,0
"51005",12401,2003-07-03,"BONY HERRING",6.1,"(6,9]",5,"TRAVEL",5,0,0
"51010",12402,2003-07-04,"BONY HERRING",2.1,"(0,3]",34,"FORAGE",9,0,0
"51019",12403,2003-07-04,"MAZIWA",5.2,"(3,6]",6,"FORAGE",2,0,0
"51021",12404,2003-07-04,"BONY HERRING",2.6,"(0,3]",9,"FORAGE",1,0,0
"51022",12405,2003-07-04,"MAZIWA",6.4,"(6,9]",5,"FORAGE",1,0,0
"51023",12406,2003-07-04,"BONY HERRING",4,"(3,6]",5,"FORAGE",2,0,1
"51025",12407,2003-07-05,"BONY HERRING",2.7,"(0,3]",26,"SOCIAL",7,0,1
"51032",12408,2003-07-05,"BONY HERRING",4,"(3,6]",9,"TRAVEL",9,0,0
"51041",12409,2003-07-05,"MAZIWA",2.8,"(0,3]",7,"REST",8,0,0
"51049",12410,2003-07-05,"MAZIWA",1,"(0,3]",5,"FORAGE",3,0,1
"51052",12411,2003-07-05,"MAZIWA",2.1,"(0,3]",22,"FORAGE",4,0,0
"51056",12412,2003-07-06,"MAZIWA",1.2,"(0,3]",9,"FORAGE",2,0,0
"51058",12413,2003-07-06,"MAZIWA",3,"(0,3]",7,"TRAVEL",4,0,0
"51062",12414,2003-07-06,"BONY HERRING",3.5,"(3,6]",6,"TRAVEL",2,0,0
"51064",12415,2003-07-06,"BONY HERRING",1.6,"(0,3]",5,"TRAVEL",1,0,0
"51065",12416,2003-07-06,"BONY HERRING",7.9,"(6,9]",19,"TRAVEL",6,0,1
"51072",12417,2003-07-06,"BONY HERRING",10.2,"(9,12]",8,"FORAGE",1,0,0
"51073",12418,2003-07-06,"BONY HERRING",10.7,"(9,12]",8,"FORAGE",5,0,0
"51078",12419,2003-07-06,"BONY HERRING",8.4,"(6,9]",5,"REST",11,0,0
"51089",12420,2003-07-06,"BONY HERRING",2.9,"(0,3]",30,"FORAGE",7,0,0
"51096",12421,2003-07-06,"BONY HERRING",9,"(6,9]",6,"FORAGE",2,0,0
"51113",12423,2003-07-06,"BONY HERRING",9.8,"(9,12]",24,"TRAVEL",9,0,0
"51122",12424,2003-07-06,"BONY HERRING",9.6,"(9,12]",22,"SOCIAL",7,0,0
"51129",12425,2003-07-07,"BONY HERRING",4.4,"(3,6]",8,"FORAGE",6,0,0
"51135",12426,2003-07-07,"MAZIWA",1.2,"(0,3]",5,"FORAGE",1,0,0
"51141",12429,2003-07-07,"MAZIWA",7.3,"(6,9]",8,"FORAGE",1,0,0
"51142",12430,2003-07-07,"BONY HERRING",10.6,"(9,12]",22,"REST",6,0,0
"51148",12431,2003-07-07,"BONY HERRING",4.2,"(3,6]",5,"UNKNOWN",2,0,0
"51150",12432,2003-07-07,"BONY HERRING",6,"(3,6]",5,"REST",2,0,1
"51152",12433,2003-07-07,"BONY HERRING",6.3,"(6,9]",18,"SOCIAL",6,0,1
"51160",12435,2003-07-07,"MAZIWA",9.1,"(9,12]",12,"FORAGE",1,0,0
"51161",12436,2003-07-08,"MAZIWA",1.5,"(0,3]",5,"FORAGE",2,0,0
"51163",12437,2003-07-08,"MAZIWA",4.3,"(3,6]",9,"FORAGE",2,0,0
"51165",12438,2003-07-08,"BONY HERRING",3.2,"(3,6]",11,"FORAGE",6,0,1
"51171",12439,2003-07-08,"MAZIWA",9.1,"(9,12]",5,"FORAGE",1,0,0
"51172",12440,2003-07-08,"BONY HERRING",6.2,"(6,9]",11,"REST",3,0,0
"51175",12441,2003-07-08,"MAZIWA",8.8,"(6,9]",26,"FORAGE",2,0,0
"51177",12442,2003-07-08,"BONY HERRING",7.6,"(6,9]",6,"TRAVEL",7,0,0
"51184",12443,2003-07-08,"BONY HERRING",13,"(12,15]",8,"REST",5,0,0
"51189",12444,2003-07-08,"BONY HERRING",7,"(6,9]",18,"FORAGE",2,0,0
"51196",12447,2003-07-08,"BONY HERRING",9.6,"(9,12]",5,"FORAGE",2,0,0
"51212",12450,2003-07-08,"BONY HERRING",9.6,"(9,12]",9,"REST",5,0,0
"51217",12451,2003-07-08,"BONY HERRING",6,"(3,6]",13,"REST",10,0,0
"51227",12452,2003-07-08,"BONY HERRING",9.1,"(9,12]",5,"FORAGE",3,0,0
"51230",12453,2003-07-08,"BONY HERRING",8.2,"(6,9]",9,"REST",4,0,0
"51234",12454,2003-07-08,"BONY HERRING",2,"(0,3]",5,"REST",2,0,0
"51256",12457,2003-07-09,"MAZIWA",1.8,"(0,3]",19,"TRAVEL",5,0,0
"51261",12458,2003-07-09,"BONY HERRING",9.4,"(9,12]",27,"FORAGE",6,0,1
"51279",12462,2003-07-09,"BONY HERRING",8.6,"(6,9]",5,"REST",6,0,0
"51299",12464,2003-07-09,"BONY HERRING",15,"(12,15]",5,"FORAGE",2,0,0
"51301",12465,2003-07-09,"BONY HERRING",4,"(3,6]",12,"FORAGE",2,0,0
"51305",12467,2003-07-09,"BONY HERRING",8.2,"(6,9]",9,"FORAGE",2,0,0
"51317",12469,2003-07-09,"BONY HERRING",8.9,"(6,9]",10,"UNKNOWN",4,0,0
"51321",12470,2003-07-09,"MAZIWA",4.6,"(3,6]",29,"SOCIAL",20,0,1
"51347",12472,2003-07-09,"MAZIWA",3,"(0,3]",11,"TRAVEL",4,0,1
"51380",12476,2003-07-09,"MAZIWA",5.8,"(3,6]",21,"REST",2,0,0
"51382",12477,2003-07-10,"MAZIWA",2.1,"(0,3]",5,"FORAGE",2,0,0
"51384",12478,2003-07-10,"BONY HERRING",6.7,"(6,9]",10,"TRAVEL",10,0,0
"51395",12479,2003-07-10,"BONY HERRING",10.2,"(9,12]",14,"TRAVEL",7,0,0
"51402",12480,2003-07-10,"MAZIWA",1.5,"(0,3]",5,"TRAVEL",7,0,1
"51411",12482,2003-07-10,"MAZIWA",3,"(0,3]",2,"TRAVEL",2,0,0
"51413",12483,2003-07-13,"MAZIWA",6,"(3,6]",7,"FORAGE",2,0,1
"51415",12484,2003-07-13,"MAZIWA",9.1,"(9,12]",10,"REST",2,0,0
"51417",12485,2003-07-13,"BONY HERRING",6,"(3,6]",21,"REST",11,0,1
"51428",12486,2003-07-13,"MAZIWA",1.8,"(0,3]",30,"TRAVEL",3,0,1
"51431",12487,2003-07-13,"BONY HERRING",1.6,"(0,3]",10,"FORAGE",1,0,0
"51439",12490,2003-07-13,"BONY HERRING",10.8,"(9,12]",17,"REST",10,0,0
"51465",12493,2003-07-13,"MAZIWA",2.7,"(0,3]",14,"FORAGE",1,0,0
"51466",12494,2003-07-13,"MAZIWA",9.1,"(9,12]",10,"FORAGE",1,0,1
"51467",12495,2003-07-13,"BONY HERRING",2.1,"(0,3]",22,"SOCIAL",9,0,0
"51477",12496,2003-07-17,"BONY HERRING",2.5,"(0,3]",5,"FORAGE",1,0,0
"51478",12497,2003-07-17,"BONY HERRING",2.1,"(0,3]",5,"FORAGE",2,0,0
"51480",12498,2003-07-17,"BONY HERRING",3.5,"(3,6]",18,"TRAVEL",5,0,0
"51485",12499,2003-07-17,"BONY HERRING",3,"(0,3]",11,"UNKNOWN",6,0,1
"51491",12500,2003-07-17,"BONY HERRING",1.4,"(0,3]",6,"FORAGE",1,0,0
"51492",12501,2003-07-17,"BONY HERRING",1.7,"(0,3]",10,"FORAGE",5,0,0
"51497",12502,2003-07-19,"MAZIWA",4.3,"(3,6]",10,"FORAGE",1,0,0
"51498",12503,2003-07-19,"MAZIWA",2.1,"(0,3]",5,"FORAGE",2,0,0
"51500",12504,2003-07-19,"MAZIWA",2.1,"(0,3]",13,"FORAGE",3,0,0
"51503",12505,2003-07-19,"BONY HERRING",9.4,"(9,12]",11,"FORAGE",4,0,1
"51512",12508,2003-07-19,"BONY HERRING",10.5,"(9,12]",5,"FORAGE",2,0,0
"51514",12509,2003-07-19,"MAZIWA",2.7,"(0,3]",6,"FORAGE",2,0,0
"51516",12510,2003-07-19,"BONY HERRING",11.9,"(9,12]",13,"FORAGE",6,0,1
"51521",12511,2003-07-19,"MAZIWA",3,"(0,3]",5,"FORAGE",1,0,0
"51522",12512,2003-07-19,"MAZIWA",7.6,"(6,9]",30,"REST",6,0,0
